time	bloc	trial	event
0.029345	1	1	TRIAL_START
6.042243	1	1	TRIAL_END
7.046588	1	2	TRIAL_START
58.927820	1	2	TRIAL_END
59.979640	1	3	TRIAL_START
65.592966	1	3	RESPONSE
65.594418	1	3	CONSEQUENCE
66.032840	1	3	RESPONSE
66.512843	1	3	RESPONSE
66.513191	1	3	CONSEQUENCE
67.040833	1	3	RESPONSE
67.616813	1	3	RESPONSE
67.617064	1	3	CONSEQUENCE
67.952815	1	3	RESPONSE
68.328823	1	3	RESPONSE
68.680817	1	3	RESPONSE
68.681094	1	3	CONSEQUENCE
69.032853	1	3	RESPONSE
69.384853	1	3	RESPONSE
69.776862	1	3	RESPONSE
69.777149	1	3	CONSEQUENCE
70.152860	1	3	RESPONSE
70.576848	1	3	RESPONSE
70.577099	1	3	CONSEQUENCE
70.976845	1	3	RESPONSE
71.336865	1	3	RESPONSE
71.568875	1	3	RESPONSE
71.569123	1	3	CONSEQUENCE
71.840878	1	3	RESPONSE
72.240905	1	3	RESPONSE
72.512870	1	3	RESPONSE
72.513110	1	3	CONSEQUENCE
72.768883	1	3	RESPONSE
73.048869	1	3	RESPONSE
73.296931	1	3	RESPONSE
73.536858	1	3	RESPONSE
73.537099	1	3	CONSEQUENCE
73.824909	1	3	RESPONSE
74.232890	1	3	RESPONSE
74.624918	1	3	RESPONSE
74.625174	1	3	CONSEQUENCE
74.928872	1	3	RESPONSE
75.200872	1	3	RESPONSE
75.520994	1	3	RESPONSE
75.521462	1	3	CONSEQUENCE
75.832890	1	3	RESPONSE
76.080910	1	3	RESPONSE
76.392897	1	3	RESPONSE
76.393148	1	3	CONSEQUENCE
76.728879	1	3	RESPONSE
77.080917	1	3	RESPONSE
77.418306	1	3	RESPONSE
77.418630	1	3	CONSEQUENCE
77.776914	1	3	RESPONSE
78.056895	1	3	RESPONSE
78.361093	1	3	RESPONSE
78.361372	1	3	CONSEQUENCE
78.672937	1	3	RESPONSE
78.961015	1	3	RESPONSE
79.224927	1	3	RESPONSE
79.225288	1	3	CONSEQUENCE
79.512948	1	3	RESPONSE
79.824904	1	3	RESPONSE
80.160890	1	3	RESPONSE
80.161141	1	3	CONSEQUENCE
80.617074	1	3	RESPONSE
81.040933	1	3	RESPONSE
81.041180	1	3	CONSEQUENCE
81.424918	1	3	RESPONSE
81.985009	1	3	RESPONSE
81.985339	1	3	CONSEQUENCE
82.360926	1	3	RESPONSE
82.760972	1	3	RESPONSE
83.088959	1	3	RESPONSE
83.089208	1	3	CONSEQUENCE
83.416960	1	3	RESPONSE
83.736975	1	3	RESPONSE
84.049063	1	3	RESPONSE
84.049453	1	3	CONSEQUENCE
84.480998	1	3	RESPONSE
84.800965	1	3	RESPONSE
85.112971	1	3	RESPONSE
85.113243	1	3	CONSEQUENCE
85.432937	1	3	RESPONSE
85.745068	1	3	RESPONSE
86.049038	1	3	RESPONSE
86.049434	1	3	CONSEQUENCE
86.392988	1	3	RESPONSE
86.705016	1	3	RESPONSE
87.017006	1	3	RESPONSE
87.017263	1	3	CONSEQUENCE
87.385217	1	3	RESPONSE
87.696965	1	3	RESPONSE
88.417066	1	3	RESPONSE
88.417335	1	3	CONSEQUENCE
88.769160	1	3	RESPONSE
89.025128	1	3	RESPONSE
89.233001	1	3	RESPONSE
89.233250	1	3	CONSEQUENCE
89.513016	1	3	RESPONSE
89.769011	1	3	RESPONSE
89.980203	1	3	TRIAL_END
90.072994	1	4	IET R
90.377074	1	4	IET R
90.985578	1	4	TRIAL_START
100.999557	1	4	TRIAL_END
102.009335	2	5	TRIAL_START
102.010332	2	5	RESPONSE
102.345121	2	5	RESPONSE
102.705157	2	5	RESPONSE
103.161094	2	5	RESPONSE
103.673102	2	5	RESPONSE
104.209107	2	5	RESPONSE
104.697135	2	5	RESPONSE
105.225129	2	5	RESPONSE
105.665133	2	5	RESPONSE
106.011982	2	5	TRIAL_END
106.012728	2	5	MISS
106.177182	2	6	IET R
106.617159	2	6	IET R
108.177253	2	6	IET R
108.513203	2	6	IET R
108.825167	2	6	IET R
109.145309	2	6	IET R
109.473227	2	6	IET R
109.801161	2	6	IET R
114.021494	2	6	TRIAL_START
114.713188	2	6	RESPONSE
115.009572	2	6	RESPONSE
115.233186	2	6	RESPONSE
115.433209	2	6	RESPONSE
115.833171	2	6	RESPONSE
116.201245	2	6	RESPONSE
116.425194	2	6	RESPONSE
116.641412	2	6	RESPONSE
116.841306	2	6	RESPONSE
117.049222	2	6	RESPONSE
117.241249	2	6	RESPONSE
117.505279	2	6	RESPONSE
117.705198	2	6	RESPONSE
117.913212	2	6	RESPONSE
118.022870	2	6	TRIAL_END
118.023375	2	6	MISS
118.329190	2	7	IET R
118.641292	2	7	IET R
126.043538	2	7	TRIAL_START
126.705336	2	7	RESPONSE
126.977333	2	7	RESPONSE
127.201300	2	7	RESPONSE
127.441295	2	7	RESPONSE
127.681352	2	7	RESPONSE
127.913281	2	7	RESPONSE
128.113298	2	7	RESPONSE
128.369423	2	7	RESPONSE
128.585359	2	7	RESPONSE
128.817280	2	7	RESPONSE
129.049556	2	7	RESPONSE
129.345331	2	7	RESPONSE
129.561277	2	7	RESPONSE
129.833300	2	7	RESPONSE
130.044349	2	7	TRIAL_END
130.045128	2	7	CONSEQUENCE
130.045308	2	7	HIT
130.058361	2	8	IET R
130.281314	2	8	IET R
131.529311	2	8	IET R
131.809323	2	8	IET R
132.081312	2	8	IET R
132.393309	2	8	IET R
132.713351	2	8	IET R
138.075551	2	8	TRIAL_START
138.657425	2	8	RESPONSE
138.921397	2	8	RESPONSE
139.121396	2	8	RESPONSE
139.305416	2	8	RESPONSE
139.473398	2	8	RESPONSE
139.641418	2	8	RESPONSE
139.825392	2	8	RESPONSE
140.001424	2	8	RESPONSE
140.169427	2	8	RESPONSE
140.345374	2	8	RESPONSE
140.673409	2	8	RESPONSE
140.865607	2	8	RESPONSE
141.049438	2	8	RESPONSE
141.241444	2	8	RESPONSE
