time	bloc	trial	event
0.024070	1	1	TRIAL_START
6.033829	1	1	TRIAL_END
7.036042	1	2	TRIAL_START
59.565277	1	2	TRIAL_END
60.608257	1	3	TRIAL_START
64.807196	1	3	RESPONSE
64.808538	1	3	CONSEQUENCE
65.087267	1	3	RESPONSE
65.391222	1	3	RESPONSE
65.631246	1	3	RESPONSE
65.631493	1	3	CONSEQUENCE
65.959237	1	3	RESPONSE
66.215222	1	3	RESPONSE
66.535246	1	3	RESPONSE
66.535499	1	3	CONSEQUENCE
77.279467	1	3	RESPONSE
77.280129	1	3	CONSEQUENCE
77.575296	1	3	RESPONSE
77.855312	1	3	RESPONSE
78.119344	1	3	RESPONSE
78.119607	1	3	CONSEQUENCE
78.407261	1	3	RESPONSE
78.655239	1	3	RESPONSE
78.927359	1	3	RESPONSE
78.927596	1	3	CONSEQUENCE
79.199249	1	3	RESPONSE
79.479272	1	3	RESPONSE
79.791418	1	3	RESPONSE
79.791769	1	3	CONSEQUENCE
80.071262	1	3	RESPONSE
80.343470	1	3	RESPONSE
80.607311	1	3	RESPONSE
80.607712	1	3	CONSEQUENCE
80.895243	1	3	RESPONSE
81.159298	1	3	RESPONSE
81.439263	1	3	RESPONSE
81.439630	1	3	CONSEQUENCE
81.727291	1	3	RESPONSE
81.991274	1	3	RESPONSE
82.247251	1	3	RESPONSE
82.247576	1	3	CONSEQUENCE
82.519266	1	3	RESPONSE
82.807363	1	3	RESPONSE
83.095251	1	3	RESPONSE
83.095521	1	3	CONSEQUENCE
83.391278	1	3	RESPONSE
83.687279	1	3	RESPONSE
83.967291	1	3	RESPONSE
83.967605	1	3	CONSEQUENCE
84.279331	1	3	RESPONSE
84.575346	1	3	RESPONSE
84.855336	1	3	RESPONSE
84.855585	1	3	CONSEQUENCE
85.143274	1	3	RESPONSE
85.455279	1	3	RESPONSE
85.759294	1	3	RESPONSE
85.759563	1	3	CONSEQUENCE
86.063346	1	3	RESPONSE
90.625883	1	3	TRIAL_END
91.628964	1	4	TRIAL_START
101.630306	1	4	TRIAL_END
102.642488	2	5	TRIAL_START
106.645464	2	5	TRIAL_END
106.646005	2	5	HIT
114.667335	2	6	TRIAL_START
118.673843	2	6	TRIAL_END
118.674397	2	6	HIT
126.683201	2	7	TRIAL_START
130.685421	2	7	TRIAL_END
130.685969	2	7	MISS
132.399436	2	8	IET R
132.703531	2	8	IET R
132.983471	2	8	IET R
133.335436	2	8	IET R
133.983427	2	8	IET R
135.159519	2	8	IET R
138.705105	2	8	TRIAL_START
139.399494	2	8	RESPONSE
140.383452	2	8	RESPONSE
141.343499	2	8	RESPONSE
142.712429	2	8	TRIAL_END
142.712954	2	8	CONSEQUENCE
142.713069	2	8	HIT
143.007493	2	9	IET R
143.815497	2	9	IET R
144.799501	2	9	IET R
150.741661	2	9	TRIAL_START
151.615513	2	9	RESPONSE
152.095476	2	9	RESPONSE
152.623545	2	9	RESPONSE
