time	bloc	trial	event
-0.011830	1	1	TRIAL_START
6.003755	1	1	TRIAL_END
7.006496	1	2	TRIAL_START
31.438707	1	2	TRIAL_END
32.465735	1	3	TRIAL_START
35.308199	1	3	RESPONSE
35.310313	1	3	CONSEQUENCE
35.492188	1	3	RESPONSE
35.876193	1	3	RESPONSE
36.060210	1	3	RESPONSE
37.332220	1	3	RESPONSE
37.332484	1	3	CONSEQUENCE
37.508217	1	3	RESPONSE
40.148222	1	3	RESPONSE
40.148486	1	3	CONSEQUENCE
40.324208	1	3	RESPONSE
40.484220	1	3	RESPONSE
40.652263	1	3	RESPONSE
40.820318	1	3	RESPONSE
40.988238	1	3	RESPONSE
40.988479	1	3	CONSEQUENCE
41.140200	1	3	RESPONSE
41.324222	1	3	RESPONSE
41.492248	1	3	RESPONSE
41.700235	1	3	RESPONSE
41.884252	1	3	RESPONSE
41.884619	1	3	CONSEQUENCE
42.092230	1	3	RESPONSE
42.292231	1	3	RESPONSE
42.684253	1	3	RESPONSE
42.684511	1	3	CONSEQUENCE
42.900232	1	3	RESPONSE
43.156245	1	3	RESPONSE
43.404254	1	3	RESPONSE
49.508286	1	3	RESPONSE
49.508554	1	3	CONSEQUENCE
49.900440	1	3	RESPONSE
50.468316	1	3	RESPONSE
50.468552	1	3	CONSEQUENCE
50.620305	1	3	RESPONSE
50.748338	1	3	RESPONSE
54.484315	1	3	RESPONSE
54.484578	1	3	CONSEQUENCE
54.700315	1	3	RESPONSE
54.916348	1	3	RESPONSE
55.108324	1	3	RESPONSE
55.316380	1	3	RESPONSE
55.316642	1	3	CONSEQUENCE
55.548366	1	3	RESPONSE
55.820323	1	3	RESPONSE
56.068329	1	3	RESPONSE
56.276353	1	3	RESPONSE
56.276642	1	3	CONSEQUENCE
56.524399	1	3	RESPONSE
56.772345	1	3	RESPONSE
57.036376	1	3	RESPONSE
57.308346	1	3	RESPONSE
57.308693	1	3	CONSEQUENCE
57.788350	1	3	RESPONSE
58.076400	1	3	RESPONSE
58.500350	1	3	RESPONSE
58.500626	1	3	CONSEQUENCE
58.740373	1	3	RESPONSE
58.988388	1	3	RESPONSE
59.236940	1	3	RESPONSE
59.460366	1	3	RESPONSE
59.460615	1	3	CONSEQUENCE
59.692382	1	3	RESPONSE
59.900354	1	3	RESPONSE
60.380338	1	3	RESPONSE
60.380617	1	3	CONSEQUENCE
60.636363	1	3	RESPONSE
60.844376	1	3	RESPONSE
61.036422	1	3	RESPONSE
61.300381	1	3	RESPONSE
61.300646	1	3	CONSEQUENCE
61.516447	1	3	RESPONSE
61.788403	1	3	RESPONSE
61.996380	1	3	RESPONSE
62.228429	1	3	RESPONSE
62.228687	1	3	CONSEQUENCE
62.466470	1	3	TRIAL_END
62.508440	1	4	IET R
62.788419	1	4	IET R
63.472138	1	4	TRIAL_START
73.479848	1	4	TRIAL_END
74.493114	2	5	TRIAL_START
78.499338	2	5	TRIAL_END
78.499886	2	5	HIT
86.530223	2	6	TRIAL_START
90.548757	2	6	TRIAL_END
90.549669	2	6	MISS
91.052572	2	7	IET R
98.560916	2	7	TRIAL_START
99.348649	2	7	RESPONSE
99.556666	2	7	RESPONSE
99.796663	2	7	RESPONSE
100.052649	2	7	RESPONSE
100.372715	2	7	RESPONSE
100.620639	2	7	RESPONSE
100.844646	2	7	RESPONSE
101.380651	2	7	RESPONSE
101.732661	2	7	RESPONSE
102.420670	2	7	RESPONSE
102.562486	2	7	TRIAL_END
102.563249	2	7	MISS
102.924704	2	8	IET R
110.588498	2	8	TRIAL_START
111.636797	2	8	RESPONSE
111.820733	2	8	RESPONSE
112.052738	2	8	RESPONSE
112.244723	2	8	RESPONSE
112.460742	2	8	RESPONSE
112.636717	2	8	RESPONSE
112.852821	2	8	RESPONSE
113.060767	2	8	RESPONSE
113.252865	2	8	RESPONSE
113.500724	2	8	RESPONSE
113.708751	2	8	RESPONSE
113.948889	2	8	RESPONSE
114.164747	2	8	RESPONSE
114.388742	2	8	RESPONSE
114.589603	2	8	TRIAL_END
114.590112	2	8	MISS
114.604771	2	9	IET R
114.844757	2	9	IET R
122.599396	2	9	TRIAL_START
123.364805	2	9	RESPONSE
123.548815	2	9	RESPONSE
123.748802	2	9	RESPONSE
123.956791	2	9	RESPONSE
124.196812	2	9	RESPONSE
124.412817	2	9	RESPONSE
124.676816	2	9	RESPONSE
124.892827	2	9	RESPONSE
125.172836	2	9	RESPONSE
125.404826	2	9	RESPONSE
125.604843	2	9	RESPONSE
125.828822	2	9	RESPONSE
126.028815	2	9	RESPONSE
126.260805	2	9	RESPONSE
126.484928	2	9	RESPONSE
126.600608	2	9	TRIAL_END
126.601152	2	9	MISS
126.716877	2	10	IET R
126.988811	2	10	IET R
134.620231	2	10	TRIAL_START
135.284892	2	10	RESPONSE
135.476894	2	10	RESPONSE
135.700939	2	10	RESPONSE
135.956899	2	10	RESPONSE
136.204896	2	10	RESPONSE
136.572902	2	10	RESPONSE
136.804923	2	10	RESPONSE
136.996905	2	10	RESPONSE
137.220900	2	10	RESPONSE
137.420903	2	10	RESPONSE
137.876969	2	10	RESPONSE
138.052914	2	10	RESPONSE
138.300906	2	10	RESPONSE
138.500879	2	10	RESPONSE
138.621608	2	10	TRIAL_END
138.622367	2	10	CONSEQUENCE
138.622532	2	10	HIT
138.724927	2	11	IET R
138.916924	2	11	IET R
140.492912	2	11	IET R
146.651627	2	11	TRIAL_START
147.380967	2	11	RESPONSE
147.564998	2	11	RESPONSE
147.740957	2	11	RESPONSE
147.892991	2	11	RESPONSE
148.181000	2	11	RESPONSE
148.597014	2	11	RESPONSE
148.732985	2	11	RESPONSE
148.908966	2	11	RESPONSE
149.028975	2	11	RESPONSE
149.252990	2	11	RESPONSE
149.564981	2	11	RESPONSE
149.717001	2	11	RESPONSE
150.013023	2	11	RESPONSE
150.189003	2	11	RESPONSE
150.396978	2	11	RESPONSE
150.629020	2	11	RESPONSE
150.652271	2	11	TRIAL_END
150.652987	2	11	MISS
150.916997	2	12	IET R
151.188972	2	12	IET R
151.524975	2	12	IET R
158.667540	2	12	TRIAL_START
159.237092	2	12	RESPONSE
159.445069	2	12	RESPONSE
159.645051	2	12	RESPONSE
159.821072	2	12	RESPONSE
159.997062	2	12	RESPONSE
160.093067	2	12	RESPONSE
160.237046	2	12	RESPONSE
160.485044	2	12	RESPONSE
160.709049	2	12	RESPONSE
161.053060	2	12	RESPONSE
