time	x_norm	y_norm
0.000000	0.553	1.572
0.011986	0.906	-0.431
0.019903	0.846	-0.499
0.031867	0.852	-0.497
0.039857	0.864	-0.488
0.051888	0.785	-0.846
0.063924	0.856	-0.771
0.071855	0.906	-0.597
0.083899	0.955	-0.440
0.095908	0.991	-0.298
0.103898	1.034	0.041
0.115898	0.941	-0.285
0.123953	1.012	-0.122
0.135883	0.575	0.905
0.147887	0.572	1.007
0.155910	0.557	0.921
0.167898	0.554	0.920
0.175924	0.580	0.928
0.187897	0.579	0.926
0.199908	0.579	0.923
0.207858	0.582	0.923
0.219905	0.585	0.928
0.231980	0.585	0.926
0.239877	0.571	1.068
0.251894	0.572	1.091
0.261449	0.579	1.095
0.271892	0.575	0.906
0.283890	0.571	0.915
0.291935	0.580	0.903
0.303918	0.588	0.892
0.311867	0.538	0.867
0.324016	0.520	0.737
0.335973	0.449	0.658
0.343873	0.518	1.067
0.355899	0.550	1.060
0.367896	0.544	1.065
0.375924	0.553	1.068
0.387905	0.560	1.073
0.395870	0.559	1.089
0.407917	0.552	1.116
0.419925	0.568	1.120
0.429670	0.574	1.125
0.439902	0.610	0.998
0.447861	0.564	1.095
0.459970	0.585	1.107
0.471898	0.655	1.103
0.479867	0.648	1.120
0.492278	0.683	1.128
0.503910	0.680	1.133
0.511898	0.680	1.136
0.523962	0.724	1.147
0.534409	0.720	1.165
0.543904	0.709	1.201
0.555977	0.726	1.207
0.563899	0.741	1.213
0.575903	0.825	1.238
0.583866	0.818	1.240
0.595922	0.827	1.247
0.607932	0.739	1.298
0.615875	0.753	1.300
0.627912	0.744	1.303
0.639896	0.738	1.317
0.647903	0.739	1.312
0.659978	0.859	1.213
0.667890	0.889	1.210
0.679916	0.886	1.217
0.692146	0.863	1.276
0.699932	0.705	1.372
0.711918	0.667	1.424
0.719866	0.660	1.419
0.731903	0.637	1.426
0.743938	0.415	0.675
0.751865	0.418	0.658
0.763908	0.422	0.636
0.775890	0.420	0.629
0.783928	0.434	0.707
0.795920	0.439	0.660
0.803860	0.433	0.687
0.815901	0.435	0.675
0.827912	0.432	0.698
0.835906	0.432	0.685
0.847902	0.434	0.674
0.855876	0.434	0.668
0.867915	0.443	0.595
0.879871	0.522	0.219
0.887878	0.552	0.205
0.899906	0.563	0.191
0.911907	0.604	0.205
0.919913	0.628	0.189
0.931917	0.625	0.176
0.940270	0.624	0.164
0.952029	0.595	0.116
0.963877	0.596	0.104
0.971892	0.595	0.092
0.983928	0.593	0.077
0.997393	0.621	0.055
1.003900	0.573	0.053
1.015908	0.605	0.031
1.023979	0.602	0.020
1.035908	0.600	0.044
1.047929	0.583	0.028
1.055928	0.597	0.057
1.067875	0.516	0.215
1.075923	0.521	0.193
1.087919	0.548	0.173
1.099900	0.544	0.162
1.107917	0.617	0.138
1.119914	0.610	0.126
1.130827	0.580	0.080
