time	x_norm	y_norm
0.000000	0.225	0.508
0.011869	0.227	0.510
0.052407	0.382	0.493
0.063849	0.382	0.495
0.075874	0.381	0.496
0.083876	0.383	0.495
0.095983	0.383	0.494
0.103842	0.384	0.496
0.115876	0.385	0.496
0.127827	0.385	0.497
0.135959	0.386	0.497
0.147893	0.386	0.497
0.159826	0.384	0.497
0.167865	0.384	0.495
0.179860	0.383	0.495
0.187877	0.384	0.498
0.199859	0.383	0.499
0.211831	0.383	0.499
0.219831	0.384	0.498
0.231866	0.383	0.496
0.239832	0.383	0.498
0.251862	0.383	0.497
0.263865	0.383	0.497
0.271894	0.383	0.498
0.283857	0.383	0.498
0.295877	0.383	0.497
0.303886	0.384	0.495
0.315823	0.382	0.497
0.323838	0.381	0.496
0.335862	0.382	0.497
0.347863	0.382	0.500
0.355867	0.381	0.499
0.367860	0.391	0.488
0.375815	0.415	0.469
0.387871	0.427	0.456
0.399828	0.427	0.456
0.407824	0.430	0.463
0.419823	0.429	0.465
0.431866	0.429	0.466
0.439875	0.429	0.463
0.451856	0.429	0.462
0.459828	0.435	0.459
0.471875	0.442	0.447
0.483861	0.454	0.446
0.491842	0.464	0.458
0.503844	0.372	0.258
0.511811	21.046	-1.452
0.523875	3.825	1.404
0.535888	3.734	1.425
0.543803	3.817	1.379
0.555869	0.310	0.228
0.567855	0.425	0.543
0.575853	0.394	0.480
0.587836	0.381	0.467
0.595808	0.380	0.478
0.607825	0.377	0.478
0.619859	0.371	0.479
0.627842	0.371	0.481
0.639918	0.368	0.481
0.647806	0.366	0.482
0.659861	0.364	0.483
0.671873	0.363	0.487
0.679812	0.363	0.486
0.691825	0.361	0.488
0.703889	0.359	0.489
0.711849	0.358	0.490
0.723874	0.355	0.489
0.731819	0.354	0.489
0.743860	0.354	0.489
0.755871	0.353	0.489
0.763861	0.352	0.489
0.775841	0.351	0.488
0.783822	0.351	0.488
0.795840	0.349	0.487
0.807864	0.348	0.487
0.815805	0.348	0.487
0.827870	0.347	0.488
0.839873	0.347	0.487
0.847865	0.346	0.488
0.859879	0.345	0.490
0.867838	0.345	0.487
0.879836	0.346	0.487
0.891900	0.346	0.487
0.899878	0.345	0.487
0.911867	0.345	0.488
0.919818	0.344	0.490
0.931861	0.346	0.485
0.943874	0.370	0.471
0.951823	0.413	0.463
