time	bloc	trial	event
-0.077430	1	1	TRIAL_START
5.923609	1	1	TRIAL_END
6.928796	1	2	TRIAL_START
40.338307	1	2	TRIAL_END
41.389394	1	3	TRIAL_START
44.208287	1	3	RESPONSE
44.239692	1	3	CONSEQUENCE
44.456220	1	3	RESPONSE
44.656225	1	3	RESPONSE
44.848244	1	3	RESPONSE
45.032206	1	3	RESPONSE
45.240213	1	3	RESPONSE
45.240466	1	3	CONSEQUENCE
45.440230	1	3	RESPONSE
45.728375	1	3	RESPONSE
45.912271	1	3	RESPONSE
46.128266	1	3	RESPONSE
46.128542	1	3	CONSEQUENCE
46.320248	1	3	RESPONSE
46.552214	1	3	RESPONSE
46.768304	1	3	RESPONSE
46.984236	1	3	RESPONSE
46.984527	1	3	CONSEQUENCE
47.216257	1	3	RESPONSE
53.784305	1	3	RESPONSE
53.784667	1	3	CONSEQUENCE
53.984450	1	3	RESPONSE
54.184249	1	3	RESPONSE
54.352294	1	3	RESPONSE
54.536270	1	3	RESPONSE
54.736302	1	3	RESPONSE
54.736614	1	3	CONSEQUENCE
54.936327	1	3	RESPONSE
55.136324	1	3	RESPONSE
55.328285	1	3	RESPONSE
55.520226	1	3	RESPONSE
55.728263	1	3	RESPONSE
55.728532	1	3	CONSEQUENCE
55.936253	1	3	RESPONSE
56.144266	1	3	RESPONSE
56.336247	1	3	RESPONSE
56.544234	1	3	RESPONSE
56.544486	1	3	CONSEQUENCE
56.752354	1	3	RESPONSE
57.008344	1	3	RESPONSE
59.368251	1	3	RESPONSE
59.368505	1	3	CONSEQUENCE
59.560251	1	3	RESPONSE
59.752265	1	3	RESPONSE
59.944232	1	3	RESPONSE
60.136274	1	3	RESPONSE
60.336260	1	3	RESPONSE
60.336560	1	3	CONSEQUENCE
60.528228	1	3	RESPONSE
60.736222	1	3	RESPONSE
60.944270	1	3	RESPONSE
61.160253	1	3	RESPONSE
61.160514	1	3	CONSEQUENCE
61.384350	1	3	RESPONSE
61.608260	1	3	RESPONSE
61.840275	1	3	RESPONSE
62.040252	1	3	RESPONSE
62.040497	1	3	CONSEQUENCE
62.232263	1	3	RESPONSE
62.432295	1	3	RESPONSE
62.624283	1	3	RESPONSE
62.832346	1	3	RESPONSE
63.032374	1	3	RESPONSE
63.032849	1	3	CONSEQUENCE
63.240246	1	3	RESPONSE
63.456247	1	3	RESPONSE
63.656246	1	3	RESPONSE
63.872251	1	3	RESPONSE
63.872521	1	3	CONSEQUENCE
64.080251	1	3	RESPONSE
64.280248	1	3	RESPONSE
64.488259	1	3	RESPONSE
64.704257	1	3	RESPONSE
64.704518	1	3	CONSEQUENCE
64.920264	1	3	RESPONSE
65.144251	1	3	RESPONSE
65.352264	1	3	RESPONSE
65.568252	1	3	RESPONSE
65.568513	1	3	CONSEQUENCE
65.768243	1	3	RESPONSE
66.640339	1	3	RESPONSE
66.640700	1	3	CONSEQUENCE
66.856262	1	3	RESPONSE
67.072278	1	3	RESPONSE
70.424296	1	3	RESPONSE
70.424570	1	3	CONSEQUENCE
70.640266	1	3	RESPONSE
70.848310	1	3	RESPONSE
71.056266	1	3	RESPONSE
71.264290	1	3	RESPONSE
71.264602	1	3	CONSEQUENCE
71.390178	1	3	TRIAL_END
71.456281	1	4	IET R
71.656291	1	4	IET R
71.848390	1	4	IET R
72.394497	1	4	TRIAL_START
82.407613	1	4	TRIAL_END
83.417703	2	5	TRIAL_START
87.431628	2	5	TRIAL_END
87.432134	2	5	MISS
95.443653	2	6	TRIAL_START
99.446965	2	6	TRIAL_END
99.447766	2	6	HIT
107.460583	2	7	TRIAL_START
111.467612	2	7	TRIAL_END
111.468518	2	7	MISS
119.500938	2	8	TRIAL_START
123.517543	2	8	TRIAL_END
123.518460	2	8	HIT
131.530325	2	9	TRIAL_START
135.534921	2	9	TRIAL_END
135.535412	2	9	MISS
143.557571	2	10	TRIAL_START
147.572182	2	10	TRIAL_END
147.572698	2	10	HIT
155.583629	2	11	TRIAL_START
159.592295	2	11	TRIAL_END
159.593016	2	11	HIT
167.600786	2	12	TRIAL_START
171.610649	2	12	TRIAL_END
171.611592	2	12	MISS
179.625501	2	13	TRIAL_START
183.636808	2	13	TRIAL_END
183.637446	2	13	HIT
191.648916	2	14	TRIAL_START
194.760524	2	14	RESPONSE
195.008547	2	14	RESPONSE
195.216586	2	14	RESPONSE
195.432552	2	14	RESPONSE
195.632513	2	14	RESPONSE
195.649723	2	14	TRIAL_END
195.650511	2	14	CONSEQUENCE
195.650681	2	14	HIT
195.864534	2	15	IET R
196.112548	2	15	IET R
203.674456	2	15	TRIAL_START
207.689615	2	15	TRIAL_END
207.690115	2	15	HIT
215.701980	2	16	TRIAL_START
217.568685	2	16	RESPONSE
217.768569	2	16	RESPONSE
217.952566	2	16	RESPONSE
218.136554	2	16	RESPONSE
218.328599	2	16	RESPONSE
218.512578	2	16	RESPONSE
218.696567	2	16	RESPONSE
218.896649	2	16	RESPONSE
219.120580	2	16	RESPONSE
219.705608	2	16	TRIAL_END
219.706355	2	16	CONSEQUENCE
219.706525	2	16	HIT
227.718128	2	17	TRIAL_START
231.727669	2	17	TRIAL_END
231.728820	2	17	HIT
239.738424	2	18	TRIAL_START
241.608674	2	18	RESPONSE
241.824595	2	18	RESPONSE
242.072615	2	18	RESPONSE
242.264602	2	18	RESPONSE
242.448623	2	18	RESPONSE
242.640624	2	18	RESPONSE
242.832644	2	18	RESPONSE
243.016581	2	18	RESPONSE
243.200615	2	18	RESPONSE
243.392607	2	18	RESPONSE
243.584646	2	18	RESPONSE
243.739631	2	18	TRIAL_END
243.740193	2	18	CONSEQUENCE
243.740308	2	18	HIT
243.768626	2	19	IET R
244.048606	2	19	IET R
251.757081	2	19	TRIAL_START
254.232639	2	19	RESPONSE
254.720647	2	19	RESPONSE
254.928695	2	19	RESPONSE
255.112638	2	19	RESPONSE
255.280629	2	19	RESPONSE
255.448698	2	19	RESPONSE
255.632833	2	19	RESPONSE
255.758597	2	19	TRIAL_END
255.759090	2	19	CONSEQUENCE
255.759210	2	19	HIT
255.928657	2	20	IET R
263.784791	2	20	TRIAL_START
267.795613	2	20	TRIAL_END
267.796404	2	20	HIT
275.807004	2	21	TRIAL_START
279.826848	2	21	TRIAL_END
279.827783	2	21	HIT
287.849224	2	22	TRIAL_START
289.952719	2	22	RESPONSE
290.168703	2	22	RESPONSE
290.376748	2	22	RESPONSE
290.560708	2	22	RESPONSE
290.744711	2	22	RESPONSE
290.936743	2	22	RESPONSE
291.112988	2	22	RESPONSE
291.288719	2	22	RESPONSE
291.464740	2	22	RESPONSE
291.648713	2	22	RESPONSE
291.824739	2	22	RESPONSE
291.849984	2	22	TRIAL_END
291.850960	2	22	CONSEQUENCE
291.851138	2	22	HIT
299.865884	2	23	TRIAL_START
301.368729	2	23	RESPONSE
301.608744	2	23	RESPONSE
301.856732	2	23	RESPONSE
302.032759	2	23	RESPONSE
302.216850	2	23	RESPONSE
302.392770	2	23	RESPONSE
302.576751	2	23	RESPONSE
302.752776	2	23	RESPONSE
302.928740	2	23	RESPONSE
303.104732	2	23	RESPONSE
303.288742	2	23	RESPONSE
303.464735	2	23	RESPONSE
303.680759	2	23	RESPONSE
303.867796	2	23	TRIAL_END
303.868555	2	23	CONSEQUENCE
