time	x_norm	y_norm
0.000000	-0.381	0.100
0.006040	-0.349	0.125
0.014490	-0.340	0.136
0.022443	-0.337	0.136
0.034489	0.138	0.119
0.046621	0.141	0.120
0.054591	0.142	0.121
0.066493	0.141	0.120
0.074435	0.141	0.121
0.086469	0.143	0.121
0.098449	0.146	0.124
0.106487	0.147	0.123
0.118527	0.148	0.122
0.126472	0.146	0.118
0.138483	0.148	0.121
0.150511	0.146	0.122
0.158440	0.148	0.124
0.170498	0.145	0.120
0.182457	0.147	0.121
0.190484	0.144	0.120
0.202497	0.146	0.123
0.210430	0.143	0.121
0.222490	0.145	0.123
0.234492	0.145	0.122
0.242491	0.144	0.122
0.254456	0.137	0.115
0.262444	0.135	0.117
0.274475	0.136	0.117
0.286502	0.133	0.116
0.294452	0.133	0.120
0.306487	0.134	0.125
0.318561	0.133	0.125
0.326480	0.134	0.126
0.338450	0.129	0.128
0.346439	0.097	0.165
0.358448	0.082	0.208
0.370502	0.002	0.215
0.378482	-0.071	0.201
0.390483	-0.092	0.201
0.398484	-0.103	0.208
0.410490	-0.115	0.209
0.422487	-0.116	0.219
0.430480	-0.117	0.226
0.442445	-0.122	0.223
0.454512	-0.122	0.221
0.462499	-0.132	0.216
0.474503	-0.137	0.211
0.482451	-0.138	0.209
0.494482	-0.141	0.209
0.506499	-0.144	0.208
0.514546	-0.142	0.212
0.526465	-0.142	0.217
0.534472	-0.145	0.212
0.546446	-0.158	0.206
0.558512	-0.222	0.171
0.566495	-0.259	0.154
0.578489	-0.266	0.153
0.590492	-0.266	0.155
0.598477	-0.270	0.153
0.610481	-0.271	0.151
0.618539	-0.270	0.156
0.630459	-0.266	0.158
0.642511	-0.272	0.155
0.650511	-0.272	0.155
0.662490	-0.273	0.153
0.670500	-0.272	0.154
0.682594	-0.279	0.149
0.694482	-0.276	0.152
0.702505	-0.284	0.142
0.714447	-0.286	0.140
0.726506	-0.284	0.143
0.734488	-0.281	0.147
0.746503	-0.283	0.144
0.754453	-0.286	0.141
0.766486	-0.290	0.132
0.778474	-0.286	0.136
0.786516	-0.282	0.146
0.798524	-0.283	0.147
0.810498	-0.285	0.145
0.818468	-0.287	0.140
0.830500	-0.233	0.159
0.838496	-0.138	0.208
0.850495	-0.079	0.246
0.862482	-0.041	0.275
0.870493	-0.028	0.290
0.882558	-0.021	0.297
0.890448	-0.017	0.302
0.902472	-0.021	0.294
0.914469	-0.013	0.305
0.922666	-0.013	0.306
0.934538	-0.013	0.304
0.946486	-0.015	0.305
0.954508	-0.014	0.305
0.966494	-0.018	0.304
0.974490	-0.021	0.301
0.986556	-0.022	0.300
0.998462	-0.023	0.298
1.006457	-0.023	0.300
1.018533	-0.022	0.300
1.026475	-0.023	0.298
1.038493	-0.022	0.299
1.050485	-0.021	0.300
1.058486	-0.012	0.299
1.070482	0.056	0.331
1.082605	0.097	0.350
1.090455	0.120	0.368
1.102477	0.136	0.386
1.110471	0.138	0.385
1.122486	0.153	0.395
1.134497	0.172	0.408
1.142480	0.196	0.427
1.154494	0.206	0.435
1.162442	0.196	0.424
1.174454	0.182	0.383
1.186455	0.202	0.381
1.194447	0.219	0.397
1.206498	0.237	0.427
1.219093	0.238	0.439
1.226481	0.228	0.445
1.238502	0.252	0.466
1.246434	0.291	0.481
1.258490	0.568	0.661
1.270473	0.543	0.635
1.278484	0.557	0.648
1.290499	0.549	0.640
1.298472	0.506	0.597
1.310481	0.460	0.549
1.322494	0.403	0.489
1.330442	0.378	0.463
1.342489	0.349	0.431
1.354507	0.336	0.417
1.362498	0.307	0.385
1.374462	0.176	0.394
1.382511	0.178	0.390
1.394479	0.171	0.385
1.406487	0.173	0.389
1.414478	0.172	0.390
1.426485	0.171	0.389
1.434506	0.168	0.386
1.446507	0.169	0.384
1.458507	0.166	0.383
1.466522	0.168	0.385
1.478483	0.168	0.382
1.490492	0.164	0.380
1.498489	0.163	0.379
1.510476	0.159	0.374
1.518517	0.179	0.380
1.530488	0.246	0.408
1.542501	0.294	0.429
1.550527	0.312	0.449
1.562453	0.313	0.455
1.570451	0.316	0.457
1.582523	0.312	0.453
1.594503	0.312	0.448
1.602461	0.311	0.446
1.614490	0.311	0.448
1.626501	0.311	0.451
1.634465	0.311	0.449
1.646464	0.309	0.448
1.654483	0.307	0.443
1.666470	0.307	0.444
1.678493	0.307	0.444
1.686520	0.305	0.440
1.698486	0.306	0.443
1.706447	0.308	0.447
1.718517	0.303	0.443
1.730492	0.305	0.444
1.738449	0.304	0.445
1.750781	0.305	0.448
1.762491	0.306	0.446
1.770498	0.305	0.446
1.782604	0.310	0.453
1.790441	0.310	0.452
1.802504	0.321	0.453
1.814481	0.387	0.473
1.823050	0.444	0.508
1.834491	0.468	0.516
1.842456	0.479	0.524
1.854508	0.488	0.534
1.866500	0.495	0.540
1.874455	0.498	0.545
1.886515	0.500	0.549
1.898500	0.500	0.546
1.906464	0.499	0.543
1.918479	0.499	0.547
1.926453	0.500	0.547
1.938502	0.501	0.550
1.950496	0.501	0.548
1.958487	0.498	0.544
1.970505	0.498	0.543
1.978440	0.498	0.543
1.990500	0.499	0.546
2.002515	0.498	0.542
2.010455	0.497	0.541
2.022516	0.497	0.540
2.034575	0.496	0.541
2.042489	0.495	0.541
2.054502	0.495	0.542
2.062444	0.496	0.544
2.074497	0.493	0.543
2.086508	0.506	0.544
2.094460	0.560	0.554
2.106473	0.600	0.573
2.114467	0.615	0.584
2.126496	0.614	0.585
2.138502	0.615	0.585
2.146453	0.615	0.586
2.158486	0.616	0.585
2.170498	0.615	0.583
2.178477	0.613	0.581
2.190504	0.615	0.583
2.198450	0.614	0.582
2.210490	0.614	0.585
2.222501	0.613	0.581
2.230483	0.611	0.581
2.242490	0.611	0.583
2.250570	0.609	0.582
2.262481	0.610	0.580
2.274470	0.607	0.578
2.282471	0.623	0.586
2.294458	0.674	0.607
2.306511	0.713	0.627
2.314496	0.723	0.634
2.326505	0.723	0.637
2.334464	0.722	0.635
2.346485	0.723	0.635
2.358497	0.723	0.634
2.366501	0.722	0.635
2.378469	0.723	0.634
2.386487	0.723	0.635
2.398498	0.722	0.633
2.410489	0.721	0.633
2.418598	0.721	0.633
2.430487	0.721	0.633
2.442486	0.721	0.634
2.450522	0.720	0.631
2.462452	0.719	0.630
2.470468	0.718	0.629
2.482529	0.718	0.631
2.494489	0.719	0.633
2.502501	0.719	0.633
2.514479	0.718	0.633
2.522488	0.720	0.633
2.534565	0.718	0.631
2.546489	0.718	0.632
2.554451	0.718	0.633
2.566449	0.718	0.632
2.578486	0.719	0.634
2.586493	0.719	0.636
2.598488	0.718	0.633
2.606445	0.719	0.634
2.618581	0.720	0.636
2.630487	0.719	0.636
2.638500	0.720	0.636
2.650543	0.721	0.635
2.658462	0.722	0.637
2.670512	0.763	0.646
2.682531	0.812	0.665
2.690485	0.852	0.685
2.702545	0.877	0.698
2.714477	0.876	0.697
2.722513	0.876	0.699
2.734524	0.878	0.696
2.742453	0.877	0.699
2.754456	0.877	0.698
2.766498	0.877	0.699
2.774482	0.877	0.698
2.786502	0.878	0.699
2.794484	0.879	0.697
2.806498	0.879	0.699
2.818524	0.879	0.699
2.826461	0.879	0.697
2.838463	0.878	0.696
2.850547	0.878	0.698
2.858490	0.879	0.699
2.870501	0.885	0.698
2.878449	0.911	0.706
2.890490	0.928	0.717
2.902502	0.933	0.717
2.910467	0.933	0.716
2.922509	0.933	0.717
2.934540	0.933	0.717
2.942452	0.933	0.718
2.954499	0.933	0.719
2.962465	0.933	0.719
2.974503	0.934	0.719
2.986543	0.934	0.718
2.994483	0.933	0.718
3.006499	0.934	0.717
3.014464	0.933	0.717
3.026472	0.935	0.718
3.038500	0.935	0.718
3.046492	0.935	0.718
3.058489	0.935	0.718
3.070501	0.934	0.713
3.078497	0.935	0.715
3.090502	0.935	0.716
3.098491	0.934	0.714
3.110461	0.916	0.705
3.122510	0.810	0.645
3.130453	0.672	0.572
3.142497	0.512	0.475
3.150472	0.457	0.433
3.162491	0.457	0.436
3.174506	0.457	0.438
3.182472	0.454	0.439
3.194493	0.449	0.435
3.206467	0.450	0.437
3.214465	0.453	0.439
3.226506	0.453	0.440
3.234545	0.454	0.444
3.246493	0.453	0.439
3.258496	0.452	0.438
3.266504	0.453	0.438
3.278499	0.454	0.442
3.286512	0.453	0.440
3.298460	0.453	0.441
3.310450	0.412	0.415
3.318474	0.344	0.381
3.330489	0.322	0.377
3.342496	0.322	0.379
3.350536	0.320	0.374
3.362487	0.317	0.370
3.370487	0.312	0.363
3.382512	0.311	0.358
3.394451	0.310	0.361
3.402488	0.308	0.359
3.414499	0.312	0.363
3.422462	0.309	0.362
3.434584	0.311	0.363
3.446496	0.310	0.364
3.454913	0.311	0.365
3.466514	0.312	0.366
3.478499	0.310	0.364
3.486530	0.314	0.371
3.498507	0.311	0.367
3.506451	0.294	0.361
3.518554	0.156	0.322
3.530485	-0.028	0.273
3.538493	-0.237	0.174
3.550515	-0.309	0.123
3.558455	-0.322	0.119
3.570474	-0.327	0.113
3.582550	-0.328	0.115
3.590458	-0.331	0.111
3.602505	-0.331	0.110
3.614528	-0.330	0.114
3.622494	-0.334	0.111
3.634555	-0.332	0.112
3.642452	-0.334	0.109
3.654481	-0.335	0.109
3.666508	-0.336	0.110
3.674500	-0.342	0.103
3.686509	-0.338	0.105
3.694451	-0.336	0.110
3.706499	-0.338	0.104
3.718502	-0.343	0.101
3.726455	-0.334	0.108
3.738501	-0.278	0.134
3.750542	-0.225	0.164
3.758466	-0.232	0.156
3.770515	-0.232	0.161
3.778444	-0.227	0.165
3.790497	-0.231	0.160
3.802503	-0.228	0.164
3.810492	-0.230	0.163
3.822505	-0.228	0.164
3.830451	-0.228	0.163
3.842458	-0.215	0.178
3.854514	-0.218	0.176
3.862450	-0.218	0.174
3.874493	-0.195	0.185
3.886501	-0.107	0.221
3.894483	-0.049	0.252
3.906491	-0.029	0.269
3.914453	-0.028	0.277
3.926459	-0.030	0.271
3.938520	-0.029	0.272
3.946450	-0.036	0.263
3.958500	-0.039	0.256
3.966452	-0.040	0.257
3.978482	-0.044	0.253
3.990489	-0.047	0.250
3.998507	-0.042	0.258
4.010484	-0.046	0.255
4.022507	-0.051	0.247
4.030455	-0.047	0.256
4.042504	-0.050	0.254
4.050509	-0.053	0.253
4.062495	-0.053	0.255
