time	bloc	trial	event
0.011725	1	1	TRIAL_START
6.015051	1	1	TRIAL_END
7.017472	1	2	TRIAL_START
64.372717	1	2	TRIAL_END
65.424623	1	3	TRIAL_START
68.330009	1	3	RESPONSE
68.353197	1	3	CONSEQUENCE
68.593996	1	3	RESPONSE
68.825972	1	3	RESPONSE
69.033973	1	3	RESPONSE
69.266005	1	3	RESPONSE
69.266243	1	3	CONSEQUENCE
69.505968	1	3	RESPONSE
70.226008	1	3	RESPONSE
70.226248	1	3	CONSEQUENCE
70.497979	1	3	RESPONSE
70.729991	1	3	RESPONSE
70.985992	1	3	RESPONSE
71.249981	1	3	RESPONSE
71.250224	1	3	CONSEQUENCE
71.514056	1	3	RESPONSE
71.769998	1	3	RESPONSE
71.993995	1	3	RESPONSE
75.225989	1	3	RESPONSE
75.226260	1	3	CONSEQUENCE
75.825987	1	3	RESPONSE
76.218009	1	3	RESPONSE
76.218291	1	3	CONSEQUENCE
76.753981	1	3	RESPONSE
83.362017	1	3	RESPONSE
83.362359	1	3	CONSEQUENCE
83.810141	1	3	RESPONSE
84.074034	1	3	RESPONSE
84.322016	1	3	RESPONSE
84.322256	1	3	CONSEQUENCE
95.427192	1	3	TRIAL_END
96.429723	1	4	TRIAL_START
106.433432	1	4	TRIAL_END
107.441979	2	5	TRIAL_START
111.445270	2	5	TRIAL_END
111.446018	2	5	HIT
119.454154	2	6	TRIAL_START
120.602157	2	6	RESPONSE
121.114153	2	6	RESPONSE
121.674094	2	6	RESPONSE
123.362152	2	6	RESPONSE
123.454422	2	6	TRIAL_END
123.455211	2	6	MISS
131.464960	2	7	TRIAL_START
132.530156	2	7	RESPONSE
133.082239	2	7	RESPONSE
133.578145	2	7	RESPONSE
133.986139	2	7	RESPONSE
134.242151	2	7	RESPONSE
135.466489	2	7	TRIAL_END
135.467023	2	7	CONSEQUENCE
135.467133	2	7	HIT
143.479451	2	8	TRIAL_START
144.610229	2	8	RESPONSE
145.138263	2	8	RESPONSE
145.618294	2	8	RESPONSE
146.082221	2	8	RESPONSE
146.514208	2	8	RESPONSE
147.481310	2	8	TRIAL_END
147.482272	2	8	CONSEQUENCE
147.482451	2	8	HIT
155.490638	2	9	TRIAL_START
156.962241	2	9	RESPONSE
157.458228	2	9	RESPONSE
157.914339	2	9	RESPONSE
158.386234	2	9	RESPONSE
159.492323	2	9	TRIAL_END
159.492979	2	9	CONSEQUENCE
159.493097	2	9	HIT
167.504533	2	10	TRIAL_START
168.578284	2	10	RESPONSE
169.258335	2	10	RESPONSE
169.746284	2	10	RESPONSE
170.226256	2	10	RESPONSE
170.890249	2	10	RESPONSE
171.505980	2	10	TRIAL_END
171.506663	2	10	MISS
179.514473	2	11	TRIAL_START
181.490374	2	11	RESPONSE
181.938288	2	11	RESPONSE
182.354325	2	11	RESPONSE
182.890300	2	11	RESPONSE
183.516039	2	11	TRIAL_END
183.516567	2	11	CONSEQUENCE
183.516688	2	11	HIT
191.523779	2	12	TRIAL_START
194.258325	2	12	RESPONSE
194.690372	2	12	RESPONSE
195.090341	2	12	RESPONSE
195.524286	2	12	TRIAL_END
195.525061	2	12	CONSEQUENCE
195.525236	2	12	HIT
195.562331	2	13	IET R
203.537824	2	13	TRIAL_START
207.538787	2	13	TRIAL_END
207.540655	2	13	HIT
215.550399	2	14	TRIAL_START
219.551849	2	14	TRIAL_END
219.552696	2	14	HIT
227.563796	2	15	TRIAL_START
230.162476	2	15	RESPONSE
230.602451	2	15	RESPONSE
231.042496	2	15	RESPONSE
231.434501	2	15	RESPONSE
231.564772	2	15	TRIAL_END
231.565328	2	15	MISS
239.572717	2	16	TRIAL_START
243.574799	2	16	TRIAL_END
243.575585	2	16	HIT
251.584210	2	17	TRIAL_START
253.338491	2	17	RESPONSE
253.770602	2	17	RESPONSE
254.122495	2	17	RESPONSE
254.538540	2	17	RESPONSE
255.585761	2	17	TRIAL_END
255.586339	2	17	CONSEQUENCE
255.586487	2	17	HIT
263.596892	2	18	TRIAL_START
267.598975	2	18	TRIAL_END
267.599525	2	18	HIT
275.608856	2	19	TRIAL_START
278.562572	2	19	RESPONSE
279.010605	2	19	RESPONSE
279.418619	2	19	RESPONSE
279.609655	2	19	TRIAL_END
279.610225	2	19	CONSEQUENCE
279.610358	2	19	HIT
279.810581	2	20	IET R
287.620610	2	20	TRIAL_START
290.274633	2	20	RESPONSE
290.714612	2	20	RESPONSE
291.122611	2	20	RESPONSE
291.514627	2	20	RESPONSE
291.620852	2	20	TRIAL_END
291.621399	2	20	CONSEQUENCE
291.621518	2	20	HIT
299.648199	2	21	TRIAL_START
303.652780	2	21	TRIAL_END
303.653337	2	21	HIT
311.660475	2	22	TRIAL_START
315.662726	2	22	TRIAL_END
315.665890	2	22	HIT
323.674286	2	23	TRIAL_START
326.082685	2	23	RESPONSE
326.522830	2	23	RESPONSE
326.994834	2	23	RESPONSE
327.498800	2	23	RESPONSE
327.675119	2	23	TRIAL_END
327.675663	2	23	CONSEQUENCE
327.675779	2	23	HIT
335.683727	2	24	TRIAL_START
338.274847	2	24	RESPONSE
338.722787	2	24	RESPONSE
339.146737	2	24	RESPONSE
339.490820	2	24	RESPONSE
339.684165	2	24	TRIAL_END
339.696037	2	24	CONSEQUENCE
339.696156	2	24	HIT
347.703904	2	25	TRIAL_START
350.458813	2	25	RESPONSE
350.866757	2	25	RESPONSE
351.266778	2	25	RESPONSE
351.704919	2	25	TRIAL_END
351.705471	2	25	CONSEQUENCE
351.705590	2	25	HIT
351.718047	2	26	IET R
359.713112	2	26	TRIAL_START
362.346906	2	26	RESPONSE
362.746841	2	26	RESPONSE
363.146961	2	26	RESPONSE
363.514837	2	26	RESPONSE
363.714167	2	26	TRIAL_END
363.714982	2	26	MISS
371.724043	2	27	TRIAL_START
375.726402	2	27	TRIAL_END
375.726956	2	27	HIT
383.738192	2	28	TRIAL_START
387.742610	2	28	TRIAL_END
387.743400	2	28	HIT
395.752266	2	29	TRIAL_START
399.354933	2	29	RESPONSE
399.752988	2	29	TRIAL_END
399.753538	2	29	CONSEQUENCE
399.753657	2	29	HIT
399.766408	2	30	IET R
400.154931	2	30	IET R
407.764124	2	30	TRIAL_START
411.767239	2	30	TRIAL_END
411.767994	2	30	HIT
419.776216	2	31	TRIAL_START
423.314974	2	31	RESPONSE
423.777230	2	31	TRIAL_END
423.778062	2	31	CONSEQUENCE
423.778230	2	31	HIT
423.790468	2	32	IET R
424.155085	2	32	IET R
431.788780	2	32	TRIAL_START
435.790650	2	32	TRIAL_END
435.791411	2	32	HIT
443.801488	2	33	TRIAL_START
447.163088	2	33	RESPONSE
447.643033	2	33	RESPONSE
447.802313	2	33	TRIAL_END
447.802881	2	33	CONSEQUENCE
447.803004	2	33	HIT
448.139113	2	34	IET R
455.812231	2	34	TRIAL_START
458.771124	2	34	RESPONSE
459.147112	2	34	RESPONSE
459.539139	2	34	RESPONSE
459.812470	2	34	TRIAL_END
459.813057	2	34	CONSEQUENCE
459.813213	2	34	HIT
459.915151	2	35	IET R
460.259074	2	35	IET R
467.824946	2	35	TRIAL_START
470.291115	2	35	RESPONSE
470.659120	2	35	RESPONSE
471.027121	2	35	RESPONSE
471.403113	2	35	RESPONSE
471.825668	2	35	TRIAL_END
471.826212	2	35	CONSEQUENCE
471.826327	2	35	HIT
479.833878	2	36	TRIAL_START
483.834832	2	36	TRIAL_END
483.835692	2	36	HIT
491.846013	2	37	TRIAL_START
494.635368	2	37	RESPONSE
494.963274	2	37	RESPONSE
495.315200	2	37	RESPONSE
495.651178	2	37	RESPONSE
495.847101	2	37	TRIAL_END
495.847866	2	37	CONSEQUENCE
495.848040	2	37	HIT
496.011283	2	38	IET R
503.858982	2	38	TRIAL_START
507.863468	2	38	TRIAL_END
507.864280	2	38	HIT
515.872504	2	39	TRIAL_START
519.873356	2	39	TRIAL_END
519.873903	2	39	HIT
527.883648	2	40	TRIAL_START
531.884180	2	40	TRIAL_END
531.884967	2	40	HIT
539.892183	2	41	TRIAL_START
542.371298	2	41	RESPONSE
542.659385	2	41	RESPONSE
543.003313	2	41	RESPONSE
543.315342	2	41	RESPONSE
543.659321	2	41	RESPONSE
543.893164	2	41	TRIAL_END
543.893792	2	41	CONSEQUENCE
543.893969	2	41	HIT
543.987362	2	42	IET R
551.905446	2	42	TRIAL_START
554.091410	2	42	RESPONSE
554.843418	2	42	RESPONSE
555.906599	2	42	TRIAL_END
555.907152	2	42	MISS
563.919341	2	43	TRIAL_START
566.643444	2	43	RESPONSE
567.003369	2	43	RESPONSE
567.323393	2	43	RESPONSE
567.635412	2	43	RESPONSE
567.919522	2	43	TRIAL_END
567.920215	2	43	CONSEQUENCE
567.920346	2	43	HIT
568.003405	2	44	IET R
575.930028	2	44	TRIAL_START
578.611523	2	44	RESPONSE
578.939435	2	44	RESPONSE
579.243438	2	44	RESPONSE
579.555430	2	44	RESPONSE
579.891596	2	44	RESPONSE
579.930818	2	44	TRIAL_END
579.931385	2	44	CONSEQUENCE
579.931501	2	44	HIT
580.219408	2	45	IET R
587.961497	2	45	TRIAL_START
590.747496	2	45	RESPONSE
591.083515	2	45	RESPONSE
591.403481	2	45	RESPONSE
591.771563	2	45	RESPONSE
591.962149	2	45	TRIAL_END
591.963005	2	45	CONSEQUENCE
591.963187	2	45	HIT
592.107700	2	46	IET R
592.403463	2	46	IET R
592.675507	2	46	IET R
599.971423	2	46	TRIAL_START
603.974808	2	46	TRIAL_END
603.975572	2	46	HIT
611.983536	2	47	TRIAL_START
616.009140	2	47	TRIAL_END
616.009713	2	47	HIT
624.021546	2	48	TRIAL_START
628.026312	2	48	TRIAL_END
628.027112	2	48	HIT
636.035262	2	49	TRIAL_START
638.011745	2	49	RESPONSE
638.339753	2	49	RESPONSE
638.651780	2	49	RESPONSE
638.971779	2	49	RESPONSE
639.299770	2	49	RESPONSE
639.603768	2	49	RESPONSE
639.915778	2	49	RESPONSE
640.035785	2	49	TRIAL_END
640.036290	2	49	CONSEQUENCE
640.036400	2	49	HIT
640.227760	2	50	IET R
640.547767	2	50	IET R
648.044014	2	50	TRIAL_START
650.779833	2	50	RESPONSE
651.075837	2	50	RESPONSE
651.379897	2	50	RESPONSE
651.675873	2	50	RESPONSE
