time	x_norm	y_norm
0.000000	-0.303	-0.849
0.000000	-0.303	-0.849
0.076017	0.159	-0.822
0.076017	0.323	0.623
0.079999	0.322	0.627
0.092043	0.323	0.625
0.104004	0.322	0.626
0.111982	0.322	0.625
0.124035	0.324	0.625
0.136167	0.323	0.625
0.144038	0.323	0.625
0.156045	0.324	0.625
0.163986	0.324	0.626
0.176003	0.324	0.626
0.188011	0.325	0.624
0.196044	0.330	0.608
0.208045	0.352	0.558
0.216026	0.355	0.554
0.228046	0.354	0.556
0.240042	0.354	0.555
0.248042	0.354	0.554
0.260029	0.353	0.553
0.272063	0.353	0.554
0.280008	0.353	0.557
0.292061	0.353	0.558
0.300002	0.351	0.558
0.312064	0.350	0.560
0.324044	0.350	0.561
0.332039	0.350	0.560
0.344043	0.350	0.560
0.352013	0.348	0.560
0.364019	0.348	0.560
0.376049	0.348	0.561
0.384032	0.345	0.562
0.396046	0.343	0.562
0.408041	0.321	0.570
0.416033	0.314	0.562
0.428050	0.313	0.564
0.436056	0.314	0.565
0.448000	0.314	0.566
0.460024	0.312	0.566
0.468046	0.312	0.566
0.480047	0.310	0.569
0.488046	0.312	0.568
0.500048	0.310	0.568
0.512036	0.311	0.567
0.520046	0.309	0.566
0.532054	0.310	0.568
0.544032	0.310	0.570
0.552029	0.309	0.571
0.564056	0.308	0.569
0.572010	0.329	0.562
0.584046	0.382	0.549
0.596055	0.401	0.544
0.604048	0.402	0.544
0.616037	0.401	0.544
0.628054	0.400	0.545
0.636052	0.400	0.543
0.648056	0.400	0.543
0.656053	0.401	0.545
0.668041	0.401	0.544
0.680039	0.399	0.544
0.688053	0.400	0.545
0.700045	0.399	0.544
0.708003	0.399	0.542
0.720024	0.399	0.543
0.732025	0.398	0.545
0.740013	0.399	0.545
0.752064	0.398	0.546
0.764044	0.398	0.545
0.772046	0.401	0.542
0.784037	0.426	0.539
0.792035	0.449	0.536
0.804055	0.457	0.535
0.816009	0.456	0.536
0.824005	0.456	0.536
0.836085	0.457	0.536
0.843995	0.457	0.536
0.856036	0.458	0.536
0.868054	0.457	0.535
0.876026	0.458	0.536
0.888037	0.458	0.538
0.899999	0.458	0.534
0.908009	0.463	0.532
0.920021	0.491	0.526
0.928047	0.539	0.523
0.940051	0.539	0.523
0.952037	0.538	0.521
0.960050	0.538	0.523
0.972045	0.538	0.522
0.980001	0.539	0.520
0.992043	0.539	0.521
1.004016	0.539	0.521
1.012099	0.539	0.521
1.024043	0.539	0.519
1.036120	0.539	0.520
1.044035	0.539	0.521
1.056031	0.540	0.520
1.064038	0.541	0.519
1.076048	0.541	0.519
1.088017	0.541	0.520
1.096017	0.540	0.519
1.108050	0.540	0.520
1.115990	0.540	0.521
1.128046	0.541	0.520
1.140038	0.541	0.520
1.147995	0.540	0.521
1.160052	0.540	0.520
1.172048	0.550	0.519
1.180003	0.578	0.515
1.192002	0.599	0.515
1.199991	0.604	0.515
1.212050	0.605	0.517
1.224035	0.604	0.518
1.232035	0.603	0.520
1.244035	0.603	0.519
1.252009	0.604	0.519
1.264047	0.604	0.519
1.276011	0.605	0.517
1.283996	0.604	0.519
1.296061	0.605	0.520
1.308044	0.605	0.521
1.316032	0.604	0.524
1.328042	0.603	0.524
1.336034	0.603	0.525
1.348036	0.603	0.522
1.360019	0.604	0.523
1.368006	0.603	0.525
1.380002	0.604	0.526
1.388004	0.604	0.524
1.400119	0.604	0.524
1.412026	0.604	0.524
1.420006	0.604	0.524
1.432041	0.605	0.524
1.444043	0.604	0.524
1.452040	0.604	0.524
1.464057	0.605	0.523
1.472000	0.614	0.524
1.484047	0.639	0.523
1.496058	0.657	0.524
1.504102	0.658	0.525
1.516028	0.658	0.527
1.524008	0.657	0.527
1.536032	0.658	0.528
1.548054	0.657	0.529
1.556011	0.657	0.526
1.568013	0.657	0.526
1.580071	0.656	0.532
1.588046	0.656	0.532
1.600074	0.656	0.533
1.607989	0.656	0.533
1.620048	0.656	0.532
1.632051	0.655	0.532
1.640012	0.656	0.531
1.652046	0.656	0.531
1.660010	0.657	0.532
1.672050	0.657	0.531
1.684034	0.656	0.532
1.691993	0.656	0.532
1.704047	0.657	0.531
1.716047	0.656	0.531
1.724000	0.656	0.531
1.736069	0.655	0.532
1.743986	0.656	0.533
1.756042	0.657	0.531
1.768054	0.656	0.531
1.776037	0.657	0.530
1.788050	0.643	0.527
1.796004	0.571	0.502
1.808046	0.471	0.499
1.820053	0.367	0.505
1.828006	0.293	0.510
1.840049	0.272	0.519
1.852030	0.274	0.518
1.860046	0.274	0.518
1.872086	0.274	0.518
1.879993	0.274	0.520
1.892050	0.273	0.519
1.904055	0.273	0.521
1.911997	0.272	0.521
1.924009	0.272	0.521
1.931999	0.272	0.522
1.944047	0.272	0.523
1.956030	0.273	0.522
1.964138	0.272	0.522
1.976038	0.271	0.523
1.988044	0.271	0.525
1.996049	0.270	0.526
2.008055	0.270	0.526
2.015989	0.271	0.527
2.028038	0.270	0.525
2.040045	0.271	0.526
2.048038	0.272	0.525
2.060040	0.271	0.524
2.068037	0.272	0.520
2.080034	0.272	0.522
2.091996	0.294	0.513
2.100032	0.368	0.505
2.112045	0.426	0.493
2.124036	0.438	0.494
2.132039	0.435	0.495
2.144038	0.434	0.496
2.152019	0.434	0.494
2.164044	0.433	0.497
2.176010	0.432	0.498
2.184051	0.433	0.499
2.196020	0.432	0.501
2.204018	0.432	0.502
2.216050	0.432	0.504
2.228060	0.431	0.504
2.236061	0.431	0.503
2.248051	0.430	0.504
2.260044	0.430	0.504
2.268041	0.429	0.504
2.279998	0.429	0.503
