time	bloc	trial	event
-0.013773	1	1	TS
6.003750	1	1	TE
7.006458	1	2	TS
50.754247	1	2	TE
51.783375	1	3	TS
54.889229	1	3	R
54.890600	1	3	C
55.073232	1	3	R
55.249248	1	3	R
55.417249	1	3	R
55.585289	1	3	R
61.849262	1	3	R
61.849516	1	3	C
62.041235	1	3	R
62.193302	1	3	R
63.273269	1	3	R
63.274574	1	3	C
63.457276	1	3	R
63.633242	1	3	R
64.233274	1	3	R
64.233519	1	3	C
64.425275	1	3	R
64.601272	1	3	R
64.777240	1	3	R
65.049270	1	3	R
65.049506	1	3	C
65.313257	1	3	R
65.481289	1	3	R
65.993331	1	3	R
65.993809	1	3	C
66.177239	1	3	R
66.337272	1	3	R
66.921271	1	3	R
66.921515	1	3	C
67.849262	1	3	R
67.849502	1	3	C
68.041424	1	3	R
68.753281	1	3	R
68.753532	1	3	C
68.937276	1	3	R
70.233289	1	3	R
70.233552	1	3	C
70.417350	1	3	R
72.545281	1	3	R
72.545536	1	3	C
72.745310	1	3	R
73.537345	1	3	R
73.537693	1	3	C
73.705291	1	3	R
74.377277	1	3	R
74.377531	1	3	C
74.545276	1	3	R
74.721320	1	3	R
74.897351	1	3	R
75.089460	1	3	R
75.273283	1	3	R
75.273540	1	3	C
75.449281	1	3	R
76.193416	1	3	R
76.193884	1	3	C
76.377276	1	3	R
77.113286	1	3	R
77.113542	1	3	C
77.289283	1	3	R
78.025319	1	3	R
78.025674	1	3	C
78.193343	1	3	R
78.777318	1	3	R
78.969349	1	3	R
78.969684	1	3	C
79.793309	1	3	R
79.793584	1	3	C
79.977307	1	3	R
80.665318	1	3	R
80.665584	1	3	C
80.849357	1	3	R
81.505300	1	3	R
81.505548	1	3	C
81.697352	1	3	R
81.783901	1	3	TE
82.789605	1	4	TS
92.794427	1	4	TE
93.806638	2	5	TS
97.811517	2	5	TE
97.812029	2	5	HIT
105.835277	2	6	TS
108.817445	2	6	R
108.993404	2	6	R
109.836089	2	6	TE
109.836758	2	6	C
109.836876	2	6	HIT
117.849839	2	7	TS
121.609416	2	7	R
121.801481	2	7	R
121.850855	2	7	TE
121.851620	2	7	C
121.851794	2	7	HIT
129.859943	2	8	TS
133.869456	2	8	TE
133.870345	2	8	HIT
141.878170	2	9	TS
145.887618	2	9	TE
145.888380	2	9	HIT
153.904097	2	10	TS
155.233550	2	10	R
155.417635	2	10	R
156.249558	2	10	R
156.457546	2	10	R
156.641531	2	10	R
156.905534	2	10	R
157.561578	2	10	R
157.721594	2	10	R
157.873708	2	10	R
157.904984	2	10	TE
157.905504	2	10	C
157.905618	2	10	HIT
158.033763	2	11	IET R
158.169579	2	11	IET R
165.930341	2	11	TS
169.943437	2	11	TE
169.943960	2	11	HIT
177.955732	2	12	TS
179.337598	2	12	R
179.529604	2	12	R
179.697643	2	12	R
179.865606	2	12	R
180.065608	2	12	R
180.377615	2	12	R
180.585643	2	12	R
180.777619	2	12	R
180.961791	2	12	R
181.153657	2	12	R
181.958318	2	12	TE
181.959208	2	12	C
181.959392	2	12	HIT
182.121617	2	13	IET R
182.265606	2	13	IET R
189.977524	2	13	TS
193.981346	2	13	TE
193.982198	2	13	HIT
201.992932	2	14	TS
206.006877	2	14	TE
206.007383	2	14	HIT
214.023264	2	15	TS
215.185717	2	15	R
215.361763	2	15	R
215.513716	2	15	R
215.673726	2	15	R
215.825768	2	15	R
216.001718	2	15	R
216.177851	2	15	R
216.361738	2	15	R
216.529733	2	15	R
216.713848	2	15	R
216.921726	2	15	R
217.137710	2	15	R
217.345723	2	15	R
217.561759	2	15	R
218.023787	2	15	TE
218.024563	2	15	C
218.024770	2	15	HIT
218.065713	2	16	IET R
218.241760	2	16	IET R
