time	bloc	trial	event
0.007729	1	1	TRIAL_START
6.017451	1	1	TRIAL_END
6.521416	1	2	TRIAL_START
81.633621	1	2	TRIAL_END
82.237964	1	3	TRIAL_START
86.174751	1	3	RESPONSE
86.175247	1	3	CONSEQUENCE
86.382650	1	3	RESPONSE
86.574669	1	3	RESPONSE
86.758661	1	3	RESPONSE
86.950710	1	3	RESPONSE
87.182658	1	3	RESPONSE
87.182925	1	3	CONSEQUENCE
87.406716	1	3	RESPONSE
87.630675	1	3	RESPONSE
87.870732	1	3	RESPONSE
88.446733	1	3	RESPONSE
88.447093	1	3	CONSEQUENCE
89.670719	1	3	RESPONSE
89.671091	1	3	CONSEQUENCE
90.718730	1	3	RESPONSE
90.719051	1	3	CONSEQUENCE
91.638679	1	3	RESPONSE
91.638936	1	3	CONSEQUENCE
92.470658	1	3	RESPONSE
92.470923	1	3	CONSEQUENCE
93.478819	1	3	RESPONSE
93.479176	1	3	CONSEQUENCE
94.502702	1	3	RESPONSE
94.503060	1	3	CONSEQUENCE
95.606692	1	3	RESPONSE
95.607112	1	3	CONSEQUENCE
96.598693	1	3	RESPONSE
96.599085	1	3	CONSEQUENCE
97.718666	1	3	RESPONSE
97.719047	1	3	CONSEQUENCE
102.260120	1	3	TRIAL_END
102.762512	1	4	TRIAL_START
108.764580	1	4	TRIAL_END
109.268689	1	5	TRIAL_START
115.278097	1	5	TRIAL_END
115.782391	1	6	TRIAL_START
118.784620	1	6	TRIAL_END
119.288348	1	7	TRIAL_START
120.293759	1	7	TRIAL_END
120.797907	1	8	TRIAL_START
121.800118	1	8	TRIAL_END
122.302477	1	9	TRIAL_START
123.306069	1	9	TRIAL_END
123.814491	2	10	TRIAL_START
124.694780	2	10	RESPONSE
125.734792	2	10	RESPONSE
126.790736	2	10	RESPONSE
127.815083	2	10	TRIAL_END
127.815586	2	10	CONSEQUENCE
127.815696	2	10	HIT
129.862785	2	11	IET R
131.838745	2	11	IET R
132.358765	2	11	IET R
132.822692	2	11	TRIAL_START
134.166868	2	11	RESPONSE
134.878754	2	11	RESPONSE
135.702738	2	11	RESPONSE
136.828105	2	11	TRIAL_END
136.828845	2	11	MISS
141.856733	2	12	TRIAL_START
142.830757	2	12	RESPONSE
143.342786	2	12	RESPONSE
143.998757	2	12	RESPONSE
145.866156	2	12	TRIAL_END
145.866878	2	12	CONSEQUENCE
145.867047	2	12	HIT
150.874437	2	13	TRIAL_START
151.710741	2	13	RESPONSE
152.054782	2	13	RESPONSE
152.350784	2	13	RESPONSE
152.678756	2	13	RESPONSE
153.006796	2	13	RESPONSE
153.358852	2	13	RESPONSE
153.654868	2	13	RESPONSE
153.974769	2	13	RESPONSE
154.326881	2	13	RESPONSE
154.630820	2	13	RESPONSE
154.874859	2	13	TRIAL_END
154.875347	2	13	CONSEQUENCE
154.875455	2	13	HIT
154.974766	2	14	IET R
159.893427	2	14	TRIAL_START
160.862745	2	14	RESPONSE
161.190881	2	14	RESPONSE
161.486807	2	14	RESPONSE
161.766795	2	14	RESPONSE
162.046760	2	14	RESPONSE
162.302763	2	14	RESPONSE
162.590766	2	14	RESPONSE
162.854781	2	14	RESPONSE
163.142765	2	14	RESPONSE
163.398773	2	14	RESPONSE
163.646987	2	14	RESPONSE
163.886797	2	14	RESPONSE
163.893954	2	14	TRIAL_END
163.894951	2	14	MISS
164.166809	2	15	IET R
168.904071	2	15	TRIAL_START
172.870775	2	15	RESPONSE
172.905052	2	15	TRIAL_END
172.905809	2	15	CONSEQUENCE
172.905980	2	15	HIT
173.198840	2	16	IET R
177.913384	2	16	TRIAL_START
179.918803	2	16	RESPONSE
180.270787	2	16	RESPONSE
180.878927	2	16	RESPONSE
181.358802	2	16	RESPONSE
181.822779	2	16	RESPONSE
181.914268	2	16	TRIAL_END
181.915077	2	16	MISS
186.921268	2	17	TRIAL_START
188.574813	2	17	RESPONSE
189.038835	2	17	RESPONSE
189.479082	2	17	RESPONSE
189.854805	2	17	RESPONSE
190.470829	2	17	RESPONSE
190.924220	2	17	TRIAL_END
190.924713	2	17	CONSEQUENCE
190.924825	2	17	HIT
195.946126	2	18	TRIAL_START
197.286900	2	18	RESPONSE
197.766803	2	18	RESPONSE
198.182800	2	18	RESPONSE
198.646801	2	18	RESPONSE
199.062818	2	18	RESPONSE
199.574911	2	18	RESPONSE
199.946719	2	18	TRIAL_END
199.947212	2	18	MISS
200.006847	2	19	IET R
204.963918	2	19	TRIAL_START
207.150914	2	19	RESPONSE
207.558956	2	19	RESPONSE
207.966862	2	19	RESPONSE
208.390907	2	19	RESPONSE
208.774838	2	19	RESPONSE
208.965883	2	19	TRIAL_END
208.966647	2	19	MISS
209.190893	2	20	IET R
213.978231	2	20	TRIAL_START
215.830887	2	20	RESPONSE
216.166920	2	20	RESPONSE
216.438971	2	20	RESPONSE
216.734873	2	20	RESPONSE
217.070947	2	20	RESPONSE
217.398872	2	20	RESPONSE
217.726856	2	20	RESPONSE
217.979183	2	20	TRIAL_END
217.979687	2	20	CONSEQUENCE
217.979809	2	20	HIT
222.987305	2	21	TRIAL_START
225.542898	2	21	RESPONSE
226.966926	2	21	RESPONSE
226.988166	2	21	TRIAL_END
226.988655	2	21	MISS
231.998624	2	22	TRIAL_START
234.399206	2	22	RESPONSE
234.686918	2	22	RESPONSE
234.958893	2	22	RESPONSE
235.254908	2	22	RESPONSE
235.582876	2	22	RESPONSE
235.966908	2	22	RESPONSE
235.999173	2	22	TRIAL_END
235.999916	2	22	CONSEQUENCE
236.000119	2	22	HIT
241.021519	2	23	TRIAL_START
245.032150	2	23	TRIAL_END
245.032911	2	23	HIT
250.051007	2	24	TRIAL_START
251.414909	2	24	RESPONSE
251.846926	2	24	RESPONSE
