time	x_norm	y_norm
0.000000	5.145	-0.542
0.000000	5.145	-0.542
0.011986	5.145	-0.542
0.011986	5.145	-0.542
0.019897	5.182	-0.548
0.031952	0.676	0.738
0.043994	0.675	0.737
0.051891	0.672	0.733
0.063925	0.673	0.734
0.075958	0.671	0.732
0.083899	0.672	0.732
0.095943	0.674	0.732
0.103899	0.673	0.732
0.115949	0.671	0.731
0.127951	0.673	0.731
0.135961	0.670	0.729
0.147953	0.664	0.725
0.155891	0.669	0.728
0.167919	0.668	0.728
0.179961	0.669	0.728
0.187907	0.665	0.727
0.199953	0.670	0.729
0.211972	0.662	0.726
0.219938	0.664	0.727
0.231922	0.660	0.724
0.239934	0.661	0.727
0.251907	0.667	0.731
0.263958	0.664	0.729
0.272051	0.661	0.725
0.283939	0.607	0.679
0.291897	0.490	0.568
0.304049	5.179	-0.551
0.315945	5.179	-0.551
0.323887	5.184	-0.552
0.335912	5.184	-0.552
0.347968	5.184	-0.552
0.355915	5.186	-0.551
0.367997	5.186	-0.551
0.375950	5.186	-0.551
0.387943	5.185	-0.550
0.399965	5.185	-0.550
0.408038	5.185	-0.550
0.419947	5.176	-0.549
0.427898	5.176	-0.549
0.439936	5.176	-0.549
0.451954	5.179	-0.552
0.459907	5.179	-0.552
0.471943	5.179	-0.552
0.483946	5.179	-0.552
0.491974	5.201	-0.559
0.504090	5.201	-0.559
0.511919	5.201	-0.559
0.523917	5.216	-0.564
0.535911	0.425	0.520
0.543957	0.357	0.496
0.555954	0.328	0.492
0.564042	0.326	0.494
0.575959	0.327	0.494
0.587949	0.326	0.493
0.595904	0.325	0.495
0.607934	0.325	0.496
0.619914	0.325	0.498
0.627951	0.325	0.497
0.639995	0.326	0.499
0.647924	0.327	0.499
0.659945	0.324	0.498
0.671961	0.323	0.494
0.680028	0.324	0.494
0.691961	0.323	0.494
0.699921	0.324	0.497
0.711978	0.326	0.500
0.723923	0.325	0.502
0.731918	0.330	0.506
0.743956	0.348	0.514
0.755940	0.357	0.518
0.764007	0.357	0.519
0.775953	0.357	0.519
0.783903	0.357	0.518
0.795916	0.358	0.518
0.807915	0.358	0.517
0.815957	0.358	0.519
0.827942	0.358	0.518
0.835941	0.357	0.517
0.847958	0.358	0.519
0.859949	0.357	0.519
0.867952	0.356	0.520
0.879919	0.355	0.517
0.891915	0.357	0.518
0.899924	0.384	0.514
0.911922	0.427	0.512
0.919905	5.188	-0.560
0.931946	5.188	-0.560
0.943947	0.435	0.512
0.951942	0.435	0.511
0.963970	0.435	0.511
0.971922	0.435	0.512
0.983918	0.437	0.513
0.995943	0.438	0.514
1.003951	0.441	0.517
1.015924	0.439	0.517
1.027953	5.178	-0.559
1.035944	5.178	-0.559
1.047958	5.178	-0.559
1.055900	0.443	0.518
1.067914	0.442	0.518
1.080001	0.444	0.520
1.087947	0.443	0.519
1.099949	0.444	0.520
1.107960	0.442	0.518
1.119952	0.443	0.517
1.131957	0.442	0.518
1.139989	0.441	0.518
1.151925	0.442	0.517
1.163919	0.442	0.520
1.171927	0.442	0.518
1.183957	5.218	-0.571
1.191909	5.218	-0.571
1.203943	0.515	0.508
1.215954	0.529	0.515
1.223964	0.524	0.512
1.235950	0.525	0.512
1.243964	0.524	0.511
1.255912	0.526	0.513
1.267925	0.527	0.514
1.275956	0.527	0.515
1.287954	0.527	0.514
1.299957	0.528	0.513
1.307961	0.529	0.514
1.319956	0.527	0.511
1.327904	0.526	0.509
1.339926	0.527	0.512
1.351927	0.526	0.510
1.359915	0.526	0.509
1.371960	0.527	0.510
1.383957	0.526	0.510
1.391942	0.526	0.509
1.403942	0.525	0.509
1.411953	0.525	0.509
1.423919	0.527	0.513
1.435917	0.527	0.512
1.443966	0.526	0.512
1.455942	0.531	0.512
1.463955	0.555	0.507
1.475951	0.584	0.510
1.487953	0.596	0.515
1.495963	0.595	0.515
1.507962	0.594	0.512
1.519919	0.594	0.513
1.527996	0.593	0.512
1.539970	0.594	0.512
1.547960	0.594	0.513
1.559937	0.593	0.511
1.571932	0.593	0.510
1.579986	0.593	0.511
1.591947	0.592	0.510
1.599915	0.592	0.512
1.611964	0.594	0.514
1.623909	0.594	0.514
1.631916	0.595	0.516
1.643983	0.596	0.518
1.655949	0.597	0.519
1.664011	0.595	0.517
1.675951	0.597	0.519
1.683954	0.596	0.517
1.695959	0.605	0.510
1.707923	0.620	0.507
1.715946	0.631	0.513
1.727936	0.632	0.514
1.735912	0.632	0.513
1.747951	0.632	0.513
1.759938	0.632	0.514
1.767918	0.630	0.513
1.779958	0.630	0.512
1.791941	0.631	0.515
1.799910	0.630	0.513
1.811916	0.629	0.512
1.819903	0.630	0.514
1.831947	0.629	0.512
1.843942	0.631	0.515
1.851943	0.631	0.516
1.864000	0.631	0.516
1.871920	0.630	0.515
1.883963	0.631	0.516
1.895911	0.631	0.517
1.903918	0.632	0.518
1.915925	0.632	0.517
1.928002	0.631	0.517
1.935947	0.631	0.518
1.947952	0.631	0.517
1.955893	0.632	0.519
1.967952	0.633	0.520
1.979983	0.633	0.520
1.987943	0.632	0.518
1.999919	0.632	0.518
2.007944	0.632	0.518
2.019955	0.633	0.518
2.031958	0.632	0.516
2.039918	0.633	0.519
2.051954	0.633	0.519
2.063954	0.633	0.519
2.071921	0.633	0.519
2.083921	0.635	0.522
2.091903	0.634	0.521
2.103951	0.634	0.520
2.115955	0.631	0.517
2.123933	0.632	0.518
2.135945	0.632	0.518
2.143903	0.638	0.524
2.155922	0.648	0.534
2.167958	0.654	0.542
2.175908	0.652	0.540
2.187919	0.649	0.537
2.199959	0.650	0.538
2.207956	0.651	0.539
2.219981	0.650	0.538
2.227901	0.649	0.536
2.239960	0.648	0.536
2.251945	0.648	0.536
2.259917	0.650	0.538
2.271969	0.649	0.538
2.279930	0.649	0.537
2.291930	0.650	0.539
2.303943	0.651	0.540
2.311906	0.651	0.539
2.323948	0.650	0.539
2.335951	0.650	0.539
2.343917	0.651	0.540
2.355920	0.649	0.537
2.363961	0.649	0.537
2.375922	0.649	0.537
2.387946	0.648	0.535
2.396012	0.638	0.521
2.407957	0.614	0.483
2.415915	0.611	0.475
2.427951	0.613	0.477
2.439968	0.612	0.476
2.447918	0.611	0.475
2.459966	0.612	0.477
2.471954	0.613	0.477
2.479971	0.613	0.478
2.491948	0.615	0.481
2.499916	0.613	0.477
2.511955	0.612	0.475
2.523952	0.613	0.477
2.531961	0.613	0.478
2.543969	0.614	0.480
2.551913	0.615	0.481
2.563998	0.614	0.480
2.575936	0.614	0.480
2.583955	0.615	0.481
2.596052	0.615	0.481
2.607960	0.615	0.481
2.615930	0.616	0.481
2.627914	0.615	0.481
2.635915	0.615	0.480
2.647959	0.617	0.483
2.659942	0.616	0.483
2.667948	0.616	0.484
2.680056	0.615	0.482
2.687929	0.614	0.483
2.699963	0.615	0.483
2.711928	0.615	0.483
2.719911	0.616	0.486
2.731955	0.614	0.483
2.743961	0.616	0.485
2.751950	0.615	0.483
2.764005	0.613	0.482
2.771942	0.615	0.485
2.783955	0.620	0.491
2.795906	0.636	0.517
2.803957	0.640	0.523
2.815956	0.639	0.524
2.823914	0.638	0.523
2.835952	0.638	0.522
2.847963	0.638	0.523
2.855903	0.637	0.520
2.867963	0.637	0.520
2.880021	0.639	0.523
2.887955	0.637	0.520
2.899922	0.637	0.521
2.907922	0.638	0.522
2.919923	0.638	0.521
2.931958	0.639	0.522
2.939963	0.639	0.523
2.951957	0.638	0.522
2.959943	0.637	0.520
2.971967	0.638	0.521
2.983920	0.637	0.520
2.991913	0.638	0.520
3.003915	0.637	0.519
3.015990	0.636	0.517
3.023944	0.635	0.515
3.035943	0.635	0.515
3.043910	0.635	0.514
3.055933	0.635	0.515
3.067955	0.635	0.514
3.075960	0.637	0.516
3.087920	0.636	0.515
3.095945	0.635	0.514
3.107965	0.635	0.514
3.119961	0.634	0.511
3.127944	0.634	0.510
3.139942	0.635	0.510
3.151952	0.628	0.508
3.159956	0.562	0.475
3.171926	0.455	0.438
3.179958	0.370	0.438
3.191907	0.330	0.439
3.203923	0.327	0.446
3.211931	0.329	0.442
3.223941	0.326	0.442
3.231949	0.330	0.447
3.243947	0.331	0.450
3.255951	0.332	0.449
3.263952	0.331	0.452
3.275920	0.332	0.456
3.287925	0.333	0.456
3.295966	0.333	0.457
3.307960	0.332	0.456
3.315925	0.332	0.458
3.327952	0.331	0.459
3.339960	0.333	0.462
3.347998	0.334	0.463
3.359913	0.334	0.464
3.367921	0.332	0.463
3.379970	0.334	0.465
3.391941	0.333	0.464
3.399969	0.333	0.466
3.411962	0.334	0.466
3.423945	0.332	0.467
3.431931	0.333	0.468
3.443965	0.330	0.466
3.451912	0.332	0.469
3.463993	0.332	0.470
3.475963	0.334	0.474
3.483958	0.337	0.477
3.495965	0.338	0.467
3.507940	0.347	0.467
3.515951	0.372	0.481
3.527956	0.381	0.477
3.535959	0.446	0.578
3.547935	0.476	0.601
3.559917	0.484	0.598
3.567922	0.714	0.741
3.580006	0.681	0.738
3.587909	0.621	0.793
3.599961	0.455	0.831
3.611973	0.464	0.834
3.619914	0.565	0.952
3.631979	0.681	0.931
3.643922	0.707	0.967
3.651958	0.891	0.911
3.663955	0.867	0.926
3.671964	0.570	0.807
3.683980	0.503	0.572
3.695941	0.508	0.595
3.703919	0.497	0.599
3.715960	0.511	0.595
3.723906	0.499	0.599
3.735922	0.484	0.604
3.747918	0.501	0.558
3.755899	0.500	0.603
3.767948	0.434	0.487
3.780008	0.434	0.488
3.787944	0.438	0.495
3.799952	0.442	0.500
3.807958	0.443	0.503
3.819922	0.443	0.503
3.831925	0.442	0.505
3.839964	0.443	0.504
3.851957	0.443	0.502
3.859904	0.444	0.504
3.871959	0.440	0.500
3.883958	0.440	0.498
3.891913	0.437	0.493
3.903958	0.438	0.493
3.915973	0.437	0.492
3.923904	0.438	0.494
3.935952	0.445	0.488
3.943925	0.471	0.475
3.955950	0.492	0.476
3.967947	0.493	0.474
3.975952	0.490	0.472
3.987959	0.489	0.470
3.995942	0.492	0.473
4.007933	0.490	0.470
4.019925	0.490	0.470
4.027908	0.490	0.469
4.039959	0.490	0.467
4.051957	0.490	0.469
4.059931	0.490	0.468
4.071963	0.490	0.466
4.079976	0.490	0.465
4.091913	0.488	0.463
4.103958	0.488	0.463
4.111986	0.488	0.463
4.123954	0.487	0.462
4.131921	0.487	0.463
4.143949	0.487	0.463
4.155951	0.486	0.463
4.163926	0.486	0.464
4.175924	0.492	0.465
4.187990	0.518	0.459
4.195938	0.547	0.465
4.207961	0.551	0.471
4.215922	0.549	0.471
4.227945	0.548	0.470
4.239953	0.550	0.472
4.247957	0.550	0.472
4.259901	0.551	0.471
4.267923	0.550	0.472
4.279969	0.552	0.473
4.291953	0.554	0.476
4.299977	0.553	0.475
4.311971	0.553	0.475
4.323948	0.552	0.476
4.331962	0.552	0.475
4.343995	0.550	0.472
4.351914	0.550	0.474
4.363926	0.552	0.476
4.375913	0.551	0.476
4.383929	0.554	0.478
4.395982	0.553	0.478
4.403922	0.552	0.477
4.415953	0.552	0.479
4.427935	0.552	0.477
4.435954	0.553	0.481
4.447936	0.553	0.479
4.459963	0.554	0.481
4.467937	0.554	0.481
4.480016	0.553	0.480
4.487902	0.553	0.480
4.499949	0.553	0.480
4.512013	0.554	0.481
4.519953	0.553	0.482
4.531962	0.554	0.482
4.539925	0.553	0.481
4.551919	0.553	0.482
4.563933	0.553	0.483
4.571918	0.552	0.482
4.584049	0.552	0.482
4.595934	0.553	0.483
4.603948	0.552	0.483
4.615953	0.552	0.484
4.623916	0.552	0.482
4.635955	0.551	0.480
4.647937	0.550	0.480
4.655912	0.550	0.480
4.667952	0.551	0.480
4.675912	0.550	0.479
4.687946	0.550	0.480
4.699946	0.549	0.479
4.707925	0.549	0.479
4.719965	0.550	0.479
4.731922	0.550	0.480
4.739929	0.549	0.479
4.751949	0.550	0.479
4.759904	0.551	0.480
4.771960	0.550	0.479
4.783968	0.551	0.478
4.791951	0.550	0.479
4.803947	0.550	0.479
4.811932	0.550	0.478
4.823960	0.550	0.478
4.835925	0.549	0.476
4.843953	0.549	0.477
4.855954	0.548	0.477
4.868006	0.548	0.477
4.875953	0.548	0.476
4.887957	0.549	0.479
4.895938	0.547	0.476
4.907951	0.548	0.477
