time	bloc	trial	event
-0.011633	1	1	TS
5.991157	1	1	TE
6.995693	1	2	TS
40.726505	1	2	TE
41.753816	1	3	TS
49.243944	1	3	R
49.246301	1	3	C
49.483915	1	3	R
49.715926	1	3	R
49.939915	1	3	R
50.171902	1	3	R
50.172153	1	3	C
50.395953	1	3	R
50.651902	1	3	R
50.875930	1	3	R
51.107931	1	3	R
51.108202	1	3	C
51.339922	1	3	R
51.563923	1	3	R
51.788004	1	3	R
52.003988	1	3	R
52.004252	1	3	C
52.219993	1	3	R
52.435908	1	3	R
52.683984	1	3	R
52.891914	1	3	R
52.892180	1	3	C
53.091940	1	3	R
53.291948	1	3	R
53.475909	1	3	R
53.651941	1	3	R
53.835914	1	3	R
53.836193	1	3	C
54.019917	1	3	R
54.219907	1	3	R
54.395903	1	3	R
54.579908	1	3	R
54.779895	1	3	R
54.780177	1	3	C
54.955976	1	3	R
55.155908	1	3	R
55.323902	1	3	R
55.500050	1	3	R
55.675918	1	3	R
55.676158	1	3	C
55.835970	1	3	R
56.035980	1	3	R
56.195905	1	3	R
56.379926	1	3	R
56.563914	1	3	R
56.564155	1	3	C
56.739903	1	3	R
56.915974	1	3	R
57.083868	1	3	R
57.267937	1	3	R
57.435981	1	3	R
57.436279	1	3	C
57.619891	1	3	R
57.811942	1	3	R
58.003885	1	3	R
58.179880	1	3	R
58.371892	1	3	R
58.372185	1	3	C
58.571885	1	3	R
58.755883	1	3	R
58.955895	1	3	R
59.139903	1	3	R
59.331904	1	3	R
59.332210	1	3	C
59.515891	1	3	R
59.707873	1	3	R
59.891913	1	3	R
60.067965	1	3	R
60.259901	1	3	R
60.260150	1	3	C
60.443888	1	3	R
60.603905	1	3	R
60.811868	1	3	R
60.979886	1	3	R
61.139890	1	3	R
61.140156	1	3	C
61.347895	1	3	R
61.515880	1	3	R
61.659863	1	3	R
61.843866	1	3	R
62.043941	1	3	R
62.044326	1	3	C
62.227892	1	3	R
62.411867	1	3	R
62.587854	1	3	R
62.771924	1	3	R
62.955948	1	3	R
62.956336	1	3	C
63.155900	1	3	R
63.315849	1	3	R
63.507864	1	3	R
63.707854	1	3	R
63.891876	1	3	R
63.892128	1	3	C
64.067893	1	3	R
64.275868	1	3	R
64.451858	1	3	R
64.651850	1	3	R
64.859868	1	3	R
64.860126	1	3	C
65.043861	1	3	R
65.203846	1	3	R
65.395862	1	3	R
65.571841	1	3	R
65.723871	1	3	R
65.724142	1	3	C
65.867852	1	3	R
66.131862	1	3	R
66.283860	1	3	R
66.571852	1	3	R
66.572100	1	3	C
66.739855	1	3	R
66.923848	1	3	R
67.123854	1	3	R
67.291843	1	3	R
67.475846	1	3	R
67.476115	1	3	C
67.651878	1	3	R
67.859841	1	3	R
68.027842	1	3	R
68.387967	1	3	R
68.388321	1	3	C
68.587875	1	3	R
68.771842	1	3	R
68.955891	1	3	R
69.139844	1	3	R
69.307839	1	3	R
69.308089	1	3	C
69.483833	1	3	R
69.651829	1	3	R
69.915839	1	3	R
70.355845	1	3	R
70.356091	1	3	C
70.547873	1	3	R
70.715854	1	3	R
70.939823	1	3	R
71.139819	1	3	R
71.339835	1	3	R
71.340102	1	3	C
71.539832	1	3	R
71.715918	1	3	R
71.754310	1	3	TE
71.947818	1	4	IET R
72.132019	1	4	IET R
72.759536	1	4	TS
82.783377	1	4	TE
83.795515	2	5	TS
87.809679	2	5	TE
87.810639	2	5	HIT
95.829497	2	6	TS
99.830056	2	6	TE
99.830578	2	6	MISS
107.846100	2	7	TS
111.850785	2	7	TE
111.851398	2	7	MISS
119.867197	2	8	TS
123.870111	2	8	TE
123.870673	2	8	HIT
131.880045	2	9	TS
135.891160	2	9	TE
135.891638	2	9	HIT
143.902234	2	10	TS
145.115478	2	10	R
145.355472	2	10	R
146.035497	2	10	R
146.267490	2	10	R
146.443473	2	10	R
146.651482	2	10	R
147.908874	2	10	TE
147.909383	2	10	MISS
155.930858	2	11	TS
157.179433	2	11	R
157.387456	2	11	R
157.603434	2	11	R
158.115437	2	11	R
158.299442	2	11	R
158.467437	2	11	R
159.935148	2	11	TE
159.935884	2	11	C
159.936053	2	11	HIT
167.966775	2	12	TS
169.107413	2	12	R
169.315394	2	12	R
169.515392	2	12	R
169.699376	2	12	R
169.883381	2	12	R
170.059408	2	12	R
171.972650	2	12	TE
171.973502	2	12	C
171.973671	2	12	HIT
179.990512	2	13	TS
183.995328	2	13	TE
183.995832	2	13	HIT
192.006890	2	14	TS
192.971367	2	14	R
193.179374	2	14	R
193.355306	2	14	R
193.523287	2	14	R
193.707297	2	14	R
193.891312	2	14	R
194.067326	2	14	R
194.275295	2	14	R
194.451317	2	14	R
194.643301	2	14	R
194.827312	2	14	R
195.019293	2	14	R
195.211333	2	14	R
195.387347	2	14	R
195.579312	2	14	R
195.763377	2	14	R
195.939289	2	14	R
196.007737	2	14	TE
196.008228	2	14	C
196.008336	2	14	HIT
196.123290	2	15	IET R
196.315269	2	15	IET R
204.016208	2	15	TS
208.036424	2	15	TE
208.037160	2	15	HIT
216.058213	2	16	TS
220.062675	2	16	TE
220.063281	2	16	HIT
228.076076	2	17	TS
232.095154	2	17	TE
232.095650	2	17	HIT
240.111603	2	18	TS
241.419117	2	18	R
241.635178	2	18	R
241.811166	2	18	R
241.979172	2	18	R
242.155147	2	18	R
242.347194	2	18	R
242.531165	2	18	R
242.715168	2	18	R
242.891178	2	18	R
243.083168	2	18	R
243.283172	2	18	R
243.475162	2	18	R
243.667172	2	18	R
243.875182	2	18	R
244.075157	2	18	R
244.112439	2	18	TE
244.113177	2	18	C
244.113349	2	18	HIT
244.283174	2	19	IET R
252.141288	2	19	TS
253.491146	2	19	R
253.683153	2	19	R
253.851143	2	19	R
254.027169	2	19	R
254.203723	2	19	R
254.387247	2	19	R
254.563164	2	19	R
254.747178	2	19	R
254.931167	2	19	R
255.115188	2	19	R
255.307134	2	19	R
255.491098	2	19	R
255.683099	2	19	R
255.883089	2	19	R
