time	x_norm	y_norm
0.000000	0.261	0.872
0.000000	0.261	0.872
0.007856	0.258	0.874
0.007856	0.258	0.874
0.019902	0.258	0.876
0.032021	0.396	0.856
0.039894	0.396	0.855
0.051896	0.394	0.856
0.059871	0.394	0.855
0.071909	0.393	0.856
0.083908	0.392	0.857
0.091897	0.392	0.856
0.103901	0.391	0.857
0.111870	0.391	0.859
0.123901	0.392	0.856
0.135881	0.393	0.859
0.143873	0.393	0.860
0.155907	0.394	0.857
0.167901	0.394	0.858
0.175917	0.394	0.858
0.187912	0.394	0.859
0.195902	0.395	0.859
0.207909	0.395	0.859
0.219913	0.395	0.857
0.227902	0.393	0.807
0.239871	0.384	0.662
0.247941	0.379	0.600
0.259943	0.380	0.589
0.271913	0.386	0.582
0.279875	0.386	0.582
0.291901	0.385	0.581
0.303917	0.386	0.582
0.311902	0.387	0.581
0.323862	0.387	0.581
0.331932	0.387	0.581
0.343884	0.388	0.581
0.355906	0.389	0.580
0.363917	0.389	0.583
0.375910	0.389	0.580
0.383868	0.388	0.582
0.395877	0.364	0.539
0.407928	0.345	0.509
0.415928	0.342	0.504
0.427866	0.344	0.504
0.439908	0.344	0.504
0.447942	0.344	0.505
0.459893	0.343	0.504
0.467853	0.344	0.506
0.479909	0.344	0.505
0.491920	0.343	0.503
0.499878	0.343	0.502
0.511917	0.343	0.503
0.519862	0.343	0.505
0.531951	0.344	0.506
0.543995	0.343	0.504
0.551872	0.344	0.505
0.563900	0.344	0.504
0.575912	0.345	0.504
0.583864	0.345	0.504
0.595886	0.345	0.503
0.603855	0.345	0.503
0.615926	0.345	0.503
0.627896	0.344	0.502
0.635901	0.344	0.503
0.647921	0.354	0.503
0.655860	0.390	0.502
0.667913	0.413	0.509
0.679927	0.416	0.509
0.687856	0.415	0.508
0.699918	0.415	0.509
0.711918	0.415	0.508
0.719901	0.415	0.508
0.732013	0.415	0.510
0.739869	0.415	0.510
0.751904	0.415	0.510
0.763919	0.415	0.509
0.771858	0.415	0.510
0.783925	0.415	0.507
0.791852	0.415	0.508
0.803910	0.414	0.508
0.815910	0.414	0.511
0.823911	0.414	0.511
0.835909	0.414	0.513
0.847920	0.413	0.513
0.855900	0.413	0.511
0.867925	0.412	0.511
0.875860	0.414	0.513
0.887870	0.432	0.510
0.899912	0.448	0.513
0.907914	0.451	0.514
0.919904	0.450	0.513
0.927930	0.450	0.514
0.939914	0.451	0.514
0.951917	0.452	0.513
0.959852	0.451	0.514
0.971911	0.452	0.514
0.983910	0.452	0.515
0.991910	0.452	0.515
1.003902	0.452	0.514
1.011893	0.454	0.515
1.023899	0.482	0.510
1.035906	0.514	0.511
1.043920	0.524	0.510
1.055918	0.528	0.509
1.063875	0.528	0.511
1.075916	0.529	0.512
1.087906	0.530	0.513
1.095886	0.529	0.511
1.107910	0.529	0.514
1.119909	0.529	0.514
1.127902	0.530	0.513
1.139875	0.530	0.513
1.147883	0.530	0.513
1.159907	0.530	0.515
1.171917	0.533	0.516
1.179940	0.536	0.516
1.191890	0.542	0.514
1.199910	0.549	0.516
1.211960	0.556	0.523
1.223864	0.560	0.540
1.231908	0.561	0.525
1.243881	0.556	0.478
1.255900	0.550	0.457
1.263905	0.551	0.421
1.275910	0.648	0.412
1.283862	0.601	0.385
1.295928	0.601	0.377
1.307899	0.598	0.395
1.315916	0.596	0.405
1.327866	0.596	0.612
1.335914	0.592	0.574
1.347939	0.589	0.553
1.359908	0.586	0.542
1.367906	0.586	0.540
1.379911	0.585	0.539
1.391907	0.585	0.536
1.399920	0.585	0.534
1.411924	0.584	0.533
1.419869	0.583	0.531
1.431923	0.583	0.530
1.443921	0.583	0.530
1.451918	0.583	0.530
1.463914	0.583	0.528
1.471897	0.583	0.527
1.483910	0.582	0.522
1.495940	0.591	0.515
1.503904	0.606	0.505
1.515880	0.609	0.508
1.527900	0.610	0.509
1.535900	0.609	0.507
1.547910	0.610	0.505
1.555898	0.610	0.506
1.567908	0.609	0.507
1.579956	0.609	0.506
1.587902	0.609	0.507
1.599927	0.608	0.508
1.607883	0.608	0.509
1.619875	0.607	0.509
1.631899	0.607	0.509
1.639897	0.607	0.509
1.651910	0.607	0.509
1.663911	0.607	0.509
1.671897	0.607	0.509
1.683920	0.607	0.509
1.691909	0.607	0.509
1.703881	0.607	0.509
1.715925	0.608	0.510
1.723903	0.607	0.510
1.735907	0.607	0.510
1.747906	0.607	0.511
1.755894	0.607	0.511
1.767915	0.607	0.512
1.775921	0.606	0.512
1.787888	0.605	0.512
1.799909	0.606	0.513
1.807904	0.605	0.511
1.819935	0.605	0.513
1.827900	0.604	0.513
1.839899	0.604	0.511
1.851917	0.604	0.510
1.859864	0.603	0.510
1.871890	0.606	0.507
1.883881	0.622	0.498
1.891876	0.637	0.499
1.903917	0.641	0.496
1.911917	0.639	0.499
1.923906	0.640	0.499
1.935917	0.639	0.500
1.943916	0.639	0.501
1.955919	0.639	0.502
1.963901	0.639	0.502
1.975893	0.640	0.502
1.987881	0.640	0.502
1.995861	0.640	0.502
2.007901	0.640	0.502
2.019910	0.640	0.504
2.027896	0.641	0.502
2.039902	0.639	0.502
2.047967	0.639	0.503
2.059913	0.640	0.502
2.071865	0.639	0.502
2.079912	0.639	0.501
2.091896	0.640	0.502
2.099877	0.640	0.502
2.111916	0.640	0.502
2.123902	0.640	0.501
2.131916	0.640	0.502
2.143927	0.640	0.502
2.155880	0.640	0.501
2.164005	0.644	0.488
2.175917	0.654	0.474
2.183878	0.656	0.473
2.195904	0.656	0.474
2.207898	0.655	0.472
2.215917	0.655	0.472
2.227937	0.655	0.472
2.235873	0.655	0.473
2.247919	0.655	0.473
2.259860	0.655	0.471
2.267869	0.655	0.470
2.279909	0.655	0.470
2.291902	0.655	0.470
2.299914	0.656	0.469
2.311916	0.655	0.470
2.319864	0.655	0.472
2.331967	0.655	0.472
2.343926	0.642	0.473
2.351922	0.583	0.473
2.363921	0.513	0.469
2.371904	0.440	0.465
2.383922	0.380	0.452
2.395912	0.362	0.450
2.403861	0.363	0.453
2.415891	0.363	0.451
2.427917	0.362	0.451
2.435912	0.362	0.453
2.447976	0.363	0.453
2.455863	0.363	0.453
2.467915	0.363	0.454
2.479910	0.363	0.452
2.487894	0.362	0.452
2.499928	0.362	0.450
2.507875	0.362	0.450
2.519888	0.362	0.450
2.531916	0.348	0.447
2.539876	0.328	0.443
2.551917	0.325	0.445
2.563922	0.326	0.446
2.571908	0.325	0.443
2.583914	0.326	0.443
2.591856	0.326	0.445
2.603878	0.327	0.444
2.615931	0.327	0.444
2.623873	0.327	0.445
2.635911	0.327	0.445
2.643876	0.327	0.445
2.655909	0.327	0.445
2.667914	0.327	0.444
2.675875	0.328	0.446
2.687919	0.328	0.447
2.699909	0.328	0.447
2.707883	0.328	0.446
2.719924	0.328	0.446
